"game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code","home_rpm","away_rpm"
"2017-11-10","9:00p","Miami Heat",84,"Utah Jazz",74,2018,"201711100UTA",0.99593125,0.148186805555556
"2017-11-11","8:30p","Cleveland Cavaliers",111,"Dallas Mavericks",104,2018,"201711110DAL",-0.256443055555556,0.612469444444444
"2017-11-11","9:00p","Orlando Magic",107,"Denver Nuggets",125,2018,"201711110DEN",0.335725694444445,-1.25057569444444
"2017-11-11","8:30p","Philadelphia 76ers",114,"Golden State Warriors",135,2018,"201711110GSW",1.61500868115841,0.950785416666667
"2017-11-11","8:00p","Memphis Grizzlies",96,"Houston Rockets",111,2018,"201711110HOU",1.9246875,-0.429325
"2017-11-11","8:30p","Los Angeles Lakers",90,"Milwaukee Bucks",98,2018,"201711110MIL",0.356849305555556,-0.391786111111111
"2017-11-11","7:00p","Los Angeles Clippers",103,"New Orleans Pelicans",111,2018,"201711110NOP",0.573949305555556,-0.174286805555556
"2017-11-11","8:00p","Sacramento Kings",91,"New York Knicks",118,2018,"201711110NYK",-0.617290972222222,-1.81137222222222
"2017-11-11","9:00p","Minnesota Timberwolves",110,"Phoenix Suns",118,2018,"201711110PHO",-1.97083888888889,1.68112361111111
"2017-11-11","8:30p","Chicago Bulls",94,"San Antonio Spurs",133,2018,"201711110SAS",0.317455555555556,-1.69381458333333
"2017-11-11","9:00p","Brooklyn Nets",106,"Utah Jazz",114,2018,"201711110UTA",0.832830582828494,-0.990194986072423
"2017-11-11","7:00p","Atlanta Hawks",94,"Washington Wizards",113,2018,"201711110WAS",-0.501772222222222,-0.911466564821887
"2017-11-12","3:30p","Toronto Raptors",94,"Boston Celtics",95,2018,"201711120BOS",1.07000486077356,1.58636180555556
"2017-11-12","4:00p","Miami Heat",103,"Detroit Pistons",112,2018,"201711120DET",0.0282423611111112,0.175806944444444
"2017-11-12","6:00p","Houston Rockets",118,"Indiana Pacers",95,2018,"201711120IND",0.25778125,1.42639097222222
"2017-11-12","7:00p","Dallas Mavericks",99,"Oklahoma City Thunder",112,2018,"201711120OKC",0.716301388888889,-0.240283333333333
"2017-11-13","10:30p","Orlando Magic",100,"Golden State Warriors",110,2018,"201711130GSW",1.05463055555556,-0.967625694444444
"2017-11-13","10:30p","Philadelphia 76ers",109,"Los Angeles Clippers",105,2018,"201711130LAC",-0.255218387611971,1.78907777777778
"2017-11-13","8:00p","Memphis Grizzlies",103,"Milwaukee Bucks",110,2018,"201711130MIL",0.27304375,-0.0613291666666666
"2017-11-13","8:00p","Atlanta Hawks",105,"New Orleans Pelicans",106,2018,"201711130NOP",0.8527,-0.917979861111111
"2017-11-13","7:30p","Cleveland Cavaliers",104,"New York Knicks",101,2018,"201711130NYK",-0.525109722222222,0.626509722222222
"2017-11-13","9:00p","Los Angeles Lakers",100,"Phoenix Suns",93,2018,"201711130PHO",-2.01102708333333,-0.581279166666667
"2017-11-13","10:00p","Denver Nuggets",82,"Portland Trail Blazers",99,2018,"201711130POR",0.0237472222222222,0.24180669351479
"2017-11-13","9:00p","Minnesota Timberwolves",109,"Utah Jazz",98,2018,"201711130UTA",0.813817361111111,1.47359236111111
"2017-11-13","7:00p","Sacramento Kings",92,"Washington Wizards",110,2018,"201711130WAS",-0.334483333333333,-1.89563333333333
"2017-11-14","7:30p","Boston Celtics",109,"Brooklyn Nets",102,2018,"201711140BRK",-0.315788194444444,1.20280466634262
"2017-11-14","8:30p","San Antonio Spurs",97,"Dallas Mavericks",91,2018,"201711140DAL",-0.270620138888889,0.759184722222222
"2017-11-14","8:00p","Toronto Raptors",129,"Houston Rockets",113,2018,"201711140HOU",1.65332569444444,1.79596209912536
"2017-11-15","7:30p","Sacramento Kings",80,"Atlanta Hawks",126,2018,"201711150ATL",-0.713522222222222,-1.90260208333333
"2017-11-15","8:00p","Cleveland Cavaliers",115,"Charlotte Hornets",107,2018,"201711150CHO",0.227649305555556,0.608609722222222
"2017-11-15","10:30p","Philadelphia 76ers",115,"Los Angeles Lakers",109,2018,"201711150LAL",-0.538897916666667,1.55406388888889
"2017-11-15","8:00p","Indiana Pacers",116,"Memphis Grizzlies",113,2018,"201711150MEM",-0.301166585653774,0.847164583333333
"2017-11-15","7:30p","Washington Wizards",102,"Miami Heat",93,2018,"201711150MIA",0.0807568918825081,-0.0247027777777778
"2017-11-15","8:00p","Detroit Pistons",95,"Milwaukee Bucks",99,2018,"201711150MIL",0.257553472222222,-0.0370888888888889
"2017-11-15","8:00p","San Antonio Spurs",86,"Minnesota Timberwolves",98,2018,"201711150MIN",1.22717936254427,0.481685416666667
"2017-11-15","8:00p","Toronto Raptors",125,"New Orleans Pelicans",116,2018,"201711150NOP",0.556591666666667,1.77999652825996
"2017-11-15","7:30p","Utah Jazz",101,"New York Knicks",106,2018,"201711150NYK",-0.389909027777778,0.63949375
"2017-11-15","8:00p","Chicago Bulls",79,"Oklahoma City Thunder",92,2018,"201711150OKC",0.55869375,-2.21652385251024
"2017-11-15","10:00p","Orlando Magic",94,"Portland Trail Blazers",99,2018,"201711150POR",0.338642361111111,-0.822985416666667
"2017-11-16","8:00p","Golden State Warriors",88,"Boston Celtics",92,2018,"201711160BOS",1.08136309978474,2.48165208333333
"2017-11-16","10:30p","Houston Rockets",142,"Phoenix Suns",116,2018,"201711160PHO",-2.45279444444444,2.06613611111111
"2017-11-17","7:30p","Utah Jazz",107,"Brooklyn Nets",118,2018,"201711170BRK",-0.409638194444444,0.183083333333333
"2017-11-17","8:00p","Charlotte Hornets",120,"Chicago Bulls",123,2018,"201711170CHI",-1.48203319213943,0.149508401610887
"2017-11-17","7:30p","Los Angeles Clippers",113,"Cleveland Cavaliers",118,2018,"201711170CLE",0.95282641509434,-0.0797842767295598
"2017-11-17","8:30p","Minnesota Timberwolves",111,"Dallas Mavericks",87,2018,"201711170DAL",-0.184207638888889,1.29063541666667
"2017-11-17","10:30p","New Orleans Pelicans",114,"Denver Nuggets",146,2018,"201711170DEN",0.233472222222222,-0.259984722222222
"2017-11-17","7:00p","Detroit Pistons",100,"Indiana Pacers",107,2018,"201711170IND",0.917571527777778,-0.134670138888889
"2017-11-17","10:30p","Phoenix Suns",122,"Los Angeles Lakers",113,2018,"201711170LAL",-0.4628125,-2.30312638888889
"2017-11-17","10:00p","Portland Trail Blazers",82,"Sacramento Kings",86,2018,"201711170SAC",-1.4889375,0.301520244461421
"2017-11-17","8:00p","Oklahoma City Thunder",101,"San Antonio Spurs",104,2018,"201711170SAS",0.857704166666667,1.25849652777778
"2017-11-17","7:30p","New York Knicks",84,"Toronto Raptors",107,2018,"201711170TOR",1.63135060065273,-0.475269772932435
"2017-11-17","7:00p","Miami Heat",91,"Washington Wizards",88,2018,"201711170WAS",-0.240265277777778,0.140427748073051
"2017-11-18","7:30p","Boston Celtics",110,"Atlanta Hawks",99,2018,"201711180ATL",-0.810856944444444,1.33042847222222
"2017-11-18","7:00p","Los Angeles Clippers",87,"Charlotte Hornets",102,2018,"201711180CHO",0.338495138888889,-0.255356200527704
"2017-11-18","9:00p","Milwaukee Bucks",79,"Dallas Mavericks",111,2018,"201711180DAL",-0.0439701388888889,0.0917597222222224
"2017-11-18","8:00p","Houston Rockets",105,"Memphis Grizzlies",83,2018,"201711180MEM",-0.712209027777778,2.50420138888889
"2017-11-18","7:00p","Utah Jazz",125,"Orlando Magic",85,2018,"201711180ORL",-1.21817708333333,0.388821527777778
"2017-11-18","7:30p","Golden State Warriors",124,"Philadelphia 76ers",116,2018,"201711180PHI",1.67868472222222,2.4945479794473
"2017-11-18","10:00p","Sacramento Kings",90,"Portland Trail Blazers",102,2018,"201711180POR",0.270630511770016,-1.73552013888889
"2017-11-19","6:00p","Golden State Warriors",118,"Brooklyn Nets",111,2018,"201711190BRK",-0.372066523158114,1.792175
"2017-11-19","9:30p","Denver Nuggets",109,"Los Angeles Lakers",127,2018,"201711190LAL",-0.411548611111111,-0.402640972222222
"2017-11-19","5:00p","Indiana Pacers",120,"Miami Heat",95,2018,"201711190MIA",0.0948923611111111,0.5878375
"2017-11-19","7:00p","Detroit Pistons",100,"Minnesota Timberwolves",97,2018,"201711190MIN",1.47346666666667,-0.18189904179975
"2017-11-19","8:00p","Chicago Bulls",105,"Phoenix Suns",113,2018,"201711190PHO",-2.26367916666667,-1.27472847222222
"2017-11-19","3:30p","Washington Wizards",91,"Toronto Raptors",100,2018,"201711190TOR",1.77855138888889,-0.401051388888889
"2017-11-20","7:00p","Minnesota Timberwolves",102,"Charlotte Hornets",118,2018,"201711200CHO",0.214034027777778,0.70466875
"2017-11-20","8:30p","Boston Celtics",110,"Dallas Mavericks",102,2018,"201711200DAL",-0.101229482422489,1.22010817610063
"2017-11-20","7:00p","Cleveland Cavaliers",116,"Detroit Pistons",88,2018,"201711200DET",-0.230235416666667,0.483788888888889
"2017-11-20","8:00p","Portland Trail Blazers",100,"Memphis Grizzlies",92,2018,"201711200MEM",-0.688041802652594,0.322717361111111
"2017-11-20","8:00p","Washington Wizards",99,"Milwaukee Bucks",88,2018,"201711200MIL",0.512647222222222,-0.159128472222222
"2017-11-20","8:00p","Oklahoma City Thunder",107,"New Orleans Pelicans",114,2018,"201711200NOP",0.942274842024859,1.15330694444444
"2017-11-20","7:30p","Los Angeles Clippers",85,"New York Knicks",107,2018,"201711200NYK",-0.614797222222222,-0.329163194444444
"2017-11-20","7:00p","Indiana Pacers",105,"Orlando Magic",97,2018,"201711200ORL",-0.970654861111111,0.831273611111111
"2017-11-20","7:00p","Utah Jazz",86,"Philadelphia 76ers",107,2018,"201711200PHI",1.27328541666667,0.628277083333333
"2017-11-20","10:00p","Denver Nuggets",114,"Sacramento Kings",98,2018,"201711200SAC",-1.79750069444444,0.360211111111111
"2017-11-20","8:30p","Atlanta Hawks",85,"San Antonio Spurs",96,2018,"201711200SAS",0.667906944444445,-0.731879166666667
"2017-11-21","10:30p","Chicago Bulls",94,"Los Angeles Lakers",103,2018,"201711210LAL",-0.388470138888889,-1.20278541666667
"2017-11-22","7:30p","Los Angeles Clippers",116,"Atlanta Hawks",103,2018,"201711220ATL",-0.79025625,-0.185352777777778
"2017-11-22","7:00p","Washington Wizards",124,"Charlotte Hornets",129,2018,"201711220CHO",0.418079245283019,-0.179825157232704
"2017-11-22","7:00p","Brooklyn Nets",109,"Cleveland Cavaliers",119,2018,"201711220CLE",0.78858125,-0.463939583333333
"2017-11-22","8:00p","Denver Nuggets",95,"Houston Rockets",125,2018,"201711220HOU",1.99800625,-0.102822222222222
"2017-11-22","8:00p","Dallas Mavericks",95,"Memphis Grizzlies",94,2018,"201711220MEM",-0.721217361111111,-0.14452020552701
"2017-11-22","7:30p","Boston Celtics",98,"Miami Heat",104,2018,"201711220MIA",0.102236805555556,1.45093118533435
"2017-11-22","8:00p","Orlando Magic",118,"Minnesota Timberwolves",124,2018,"201711220MIN",1.17090833333333,-0.79584276685881
"2017-11-22","8:00p","San Antonio Spurs",90,"New Orleans Pelicans",107,2018,"201711220NOP",0.590728472222222,0.532753472222222
"2017-11-22","7:30p","Toronto Raptors",100,"New York Knicks",108,2018,"201711220NYK",-0.400968055555556,1.32656805555556
"2017-11-22","8:00p","Golden State Warriors",91,"Oklahoma City Thunder",108,2018,"201711220OKC",1.18169722222222,2.03038611111111
"2017-11-22","7:00p","Portland Trail Blazers",81,"Philadelphia 76ers",101,2018,"201711220PHI",1.34941180555556,0.110933333333334
"2017-11-22","9:00p","Milwaukee Bucks",113,"Phoenix Suns",107,2018,"201711220PHO",-2.23960503144654,-0.683497264322999
"2017-11-22","10:30p","Los Angeles Lakers",102,"Sacramento Kings",113,2018,"201711220SAC",-1.60141736111111,-0.440511111111111
"2017-11-22","9:00p","Chicago Bulls",80,"Utah Jazz",110,2018,"201711220UTA",0.551232638888889,-1.65388333333333
"2017-11-24","7:30p","New York Knicks",104,"Atlanta Hawks",116,2018,"201711240ATL",-0.550442361111111,-0.260011111111111
"2017-11-24","7:30p","Orlando Magic",103,"Boston Celtics",118,2018,"201711240BOS",0.424063194444444,-1.36446736111111
"2017-11-24","12:00p","Portland Trail Blazers",127,"Brooklyn Nets",125,2018,"201711240BRK",-0.544358333333333,0.185409027777778
"2017-11-24","8:00p","Charlotte Hornets",99,"Cleveland Cavaliers",100,2018,"201711240CLE",0.924405555555555,0.382434722222222
"2017-11-24","9:00p","Memphis Grizzlies",92,"Denver Nuggets",104,2018,"201711240DEN",0.471336805555556,-0.918682638888889
"2017-11-24","10:30p","Chicago Bulls",94,"Golden State Warriors",143,2018,"201711240GSW",0.989427777777778,-1.74385347222222
"2017-11-24","8:00p","Toronto Raptors",104,"Indiana Pacers",107,2018,"201711240IND",0.579306298173738,1.49083194444444
"2017-11-24","8:00p","Miami Heat",109,"Minnesota Timberwolves",97,2018,"201711240MIN",1.03740625,0.315576388888889
"2017-11-24","8:00p","Detroit Pistons",99,"Oklahoma City Thunder",98,2018,"201711240OKC",1.29460208333333,-0.0551861111111111
"2017-11-24","9:00p","New Orleans Pelicans",115,"Phoenix Suns",91,2018,"201711240PHO",-1.94862777777778,0.125704166666667
"2017-11-25","7:30p","Toronto Raptors",112,"Atlanta Hawks",78,2018,"201711250ATL",-1.16746597222222,0.948329166666667
"2017-11-25","7:00p","San Antonio Spurs",106,"Charlotte Hornets",86,2018,"201711250CHO",-0.190969444444444,0.861234722222222
"2017-11-25","8:30p","Oklahoma City Thunder",81,"Dallas Mavericks",97,2018,"201711250DAL",0.00354305555555556,0.841678472222222
"2017-11-25","8:30p","New Orleans Pelicans",95,"Golden State Warriors",110,2018,"201711250GSW",1.89645138888889,0.901072222222222
"2017-11-25","8:00p","New York Knicks",102,"Houston Rockets",117,2018,"201711250HOU",2.84056111111111,-0.787597222222222
"2017-11-25","8:00p","Boston Celtics",108,"Indiana Pacers",98,2018,"201711250IND",-0.489643055555556,0.852365972222222
"2017-11-25","7:00p","Orlando Magic",111,"Philadelphia 76ers",130,2018,"201711250PHI",0.515332638888889,-0.757386111111111
"2017-11-25","10:00p","Los Angeles Clippers",97,"Sacramento Kings",95,2018,"201711250SAC",-1.65751736111111,-0.0343819444444445
"2017-11-25","9:00p","Milwaukee Bucks",108,"Utah Jazz",121,2018,"201711250UTA",0.59686875,0.403579166666667
"2017-11-25","7:00p","Portland Trail Blazers",108,"Washington Wizards",105,2018,"201711250WAS",-0.391953336573849,0.327972916666667
"2017-11-26","3:30p","Miami Heat",100,"Chicago Bulls",93,2018,"201711260CHI",-1.18174791666667,0.311998611111111
"2017-11-26","6:00p","Brooklyn Nets",98,"Memphis Grizzlies",88,2018,"201711260MEM",-0.992092910214568,-0.530045138888889
"2017-11-26","3:30p","Phoenix Suns",108,"Minnesota Timberwolves",119,2018,"201711260MIN",1.41090763888889,-2.32774444444444
"2017-11-27","7:30p","Detroit Pistons",118,"Boston Celtics",108,2018,"201711270BOS",1.44674236111111,-0.184391666666667
"2017-11-27","10:30p","Sacramento Kings",110,"Golden State Warriors",106,2018,"201711270GSW",0.386172916666667,-1.39435
"2017-11-27","8:00p","Brooklyn Nets",103,"Houston Rockets",117,2018,"201711270HOU",2.39773055555556,-1.17747986111111
"2017-11-27","7:00p","Orlando Magic",109,"Indiana Pacers",121,2018,"201711270IND",0.6521875,-0.498766666666667
"2017-11-27","10:30p","Los Angeles Lakers",115,"Los Angeles Clippers",120,2018,"201711270LAC",-0.151713769877092,-0.390945073258801
"2017-11-27","7:30p","Portland Trail Blazers",103,"New York Knicks",91,2018,"201711270NYK",-0.326080555555556,0.269959027777778
"2017-11-27","7:00p","Cleveland Cavaliers",113,"Philadelphia 76ers",91,2018,"201711270PHI",1.15145,0.626407638888889
"2017-11-27","8:30p","Dallas Mavericks",108,"San Antonio Spurs",115,2018,"201711270SAS",0.480144444444445,-0.0156166666666666
"2017-11-28","8:00p","Phoenix Suns",104,"Chicago Bulls",99,2018,"201711280CHI",-1.29647777777778,-2.09182222222222
"2017-11-28","7:00p","Miami Heat",97,"Cleveland Cavaliers",108,2018,"201711280CLE",0.585215972222222,-0.0426805555555555
"2017-11-28","8:00p","Washington Wizards",92,"Minnesota Timberwolves",89,2018,"201711280MIN",1.56019722222222,-0.282340277777778
"2017-11-28","10:00p","Milwaukee Bucks",112,"Sacramento Kings",87,2018,"201711280SAC",-1.67164722222222,-0.26299375
"2017-11-28","10:00p","Denver Nuggets",77,"Utah Jazz",106,2018,"201711280UTA",1.22133680555556,-0.127665972222222
"2017-11-29","8:30p","Brooklyn Nets",109,"Dallas Mavericks",104,2018,"201711290DAL",-0.10581875,-0.617876388888889
"2017-11-29","7:00p","Phoenix Suns",107,"Detroit Pistons",131,2018,"201711290DET",-0.142957638888889,-2.19962083333333
"2017-11-29","8:00p","Indiana Pacers",97,"Houston Rockets",118,2018,"201711290HOU",2.57094375,0.630314583333333
"2017-11-29","10:30p","Golden State Warriors",127,"Los Angeles Lakers",123,2018,"201711290LAL",-0.334052575309729,2.50144150943396
"2017-11-29","8:00p","Minnesota Timberwolves",120,"New Orleans Pelicans",102,2018,"201711290NOP",0.35035,0.692943055555556
"2017-11-29","7:30p","Miami Heat",86,"New York Knicks",115,2018,"201711290NYK",-1.01073125,0.0201965277777779
"2017-11-29","7:00p","Oklahoma City Thunder",108,"Orlando Magic",121,2018,"201711290ORL",-1.05756458333333,1.05764375
"2017-11-29","7:00p","Washington Wizards",113,"Philadelphia 76ers",118,2018,"201711290PHI",1.39059583333333,-0.470854166666667
"2017-11-29","8:30p","Memphis Grizzlies",95,"San Antonio Spurs",104,2018,"201711290SAS",0.428278472222222,-1.06244444444444
"2017-11-29","7:30p","Charlotte Hornets",113,"Toronto Raptors",126,2018,"201711290TOR",1.44005763888889,-0.636395138888889
"2017-11-30","7:30p","Cleveland Cavaliers",121,"Atlanta Hawks",114,2018,"201711300ATL",-0.815304861111111,0.813745833333333
"2017-11-30","7:30p","Philadelphia 76ers",97,"Boston Celtics",108,2018,"201711300BOS",1.00919375,0.542838888888889
"2017-11-30","9:00p","Chicago Bulls",110,"Denver Nuggets",111,2018,"201711300DEN",-0.133137282133185,-1.30471008957711
"2017-11-30","10:30p","Utah Jazz",126,"Los Angeles Clippers",107,2018,"201711300LAC",-0.537590277777778,1.21488680555556
"2017-11-30","10:00p","Milwaukee Bucks",103,"Portland Trail Blazers",91,2018,"201711300POR",0.548284027777778,0.293115277777778
"2017-12-01","8:00p","Sacramento Kings",107,"Chicago Bulls",106,2018,"201712010CHI",-1.80440524963544,-1.6941375
"2017-12-01","8:00p","San Antonio Spurs",95,"Memphis Grizzlies",79,2018,"201712010MEM",-0.710273611111111,0.250434722222222
"2017-12-01","8:00p","Charlotte Hornets",100,"Miami Heat",105,2018,"201712010MIA",0.305346527777778,-0.632652593569891
"2017-12-01","8:00p","Minnesota Timberwolves",107,"Oklahoma City Thunder",111,2018,"201712010OKC",1.21905208333333,1.056763419207
"2017-12-01","7:00p","Golden State Warriors",133,"Orlando Magic",112,2018,"201712010ORL",-1.21547638888889,1.97469791666667
"2017-12-01","7:30p","Indiana Pacers",115,"Toronto Raptors",120,2018,"201712010TOR",1.48412986111111,0.914896527777778
"2017-12-01","9:00p","New Orleans Pelicans",108,"Utah Jazz",114,2018,"201712010UTA",1.296175,0.941293660162489
"2017-12-01","7:00p","Detroit Pistons",91,"Washington Wizards",109,2018,"201712010WAS",-0.273046527777778,-0.129264583333333
"2017-12-02","1:00p","Phoenix Suns",111,"Boston Celtics",116,2018,"201712020BOS",1.01720277777778,-1.91315577470658
"2017-12-02","3:00p","Atlanta Hawks",114,"Brooklyn Nets",102,2018,"201712020BRK",-0.515813888888889,-1.11509791666667
"2017-12-02","7:30p","Memphis Grizzlies",111,"Cleveland Cavaliers",116,2018,"201712020CLE",0.995181944444444,-0.591982501215193
"2017-12-02","2:00p","Los Angeles Clippers",82,"Dallas Mavericks",108,2018,"201712020DAL",0.0517227970279842,-0.600390999374957
"2017-12-02","9:00p","Los Angeles Lakers",100,"Denver Nuggets",115,2018,"201712020DEN",-0.635834722222222,-0.476040277777778
"2017-12-02","8:30p","Sacramento Kings",104,"Milwaukee Bucks",109,2018,"201712020MIL",0.315708631345046,-1.36969236111111
"2017-12-02","7:30p","Detroit Pistons",103,"Philadelphia 76ers",108,2018,"201712020PHI",1.52268263888889,-0.111689583333333
"2017-12-02","10:00p","New Orleans Pelicans",123,"Portland Trail Blazers",116,2018,"201712020POR",0.627531944444444,-0.164652083333333
"2017-12-03","9:30p","Houston Rockets",118,"Los Angeles Lakers",95,2018,"201712030LAL",-0.552540277777778,2.89287291666667
"2017-12-03","7:00p","Golden State Warriors",123,"Miami Heat",95,2018,"201712030MIA",0.225253472222222,1.83697569444444
"2017-12-03","7:00p","Los Angeles Clippers",106,"Minnesota Timberwolves",112,2018,"201712030MIN",1.18504097222222,-0.487406944444444
"2017-12-03","3:30p","Orlando Magic",105,"New York Knicks",100,2018,"201712030NYK",-1.2701791542254,-0.908368863273384
"2017-12-03","7:00p","San Antonio Spurs",87,"Oklahoma City Thunder",90,2018,"201712030OKC",1.20104027777778,-0.080657638888889
"2017-12-04","7:30p","Brooklyn Nets",110,"Atlanta Hawks",90,2018,"201712040ATL",-1.35379461185946,-0.454270833333333
"2017-12-04","7:30p","Milwaukee Bucks",100,"Boston Celtics",111,2018,"201712040BOS",1.21875347222222,0.559279166666667
"2017-12-04","8:00p","Cleveland Cavaliers",113,"Chicago Bulls",91,2018,"201712040CHI",-1.60892291666667,0.815869444444444
"2017-12-04","7:00p","Orlando Magic",94,"Charlotte Hornets",104,2018,"201712040CHO",0.313357405735713,-1.04613317594778
"2017-12-04","8:30p","Denver Nuggets",105,"Dallas Mavericks",122,2018,"201712040DAL",-0.0538340277777777,-0.51269375
"2017-12-04","7:00p","New York Knicks",97,"Indiana Pacers",115,2018,"201712040IND",0.0893784722222223,-1.37474930555556
"2017-12-04","8:00p","Minnesota Timberwolves",92,"Memphis Grizzlies",95,2018,"201712040MEM",-0.684640972222222,1.20872638888889
"2017-12-04","8:00p","Golden State Warriors",125,"New Orleans Pelicans",115,2018,"201712040NOP",-0.18755,2.58375034520851
"2017-12-04","7:00p","Phoenix Suns",115,"Philadelphia 76ers",101,2018,"201712040PHI",1.36039308285298,-2.09554791666667
"2017-12-04","8:30p","Detroit Pistons",93,"San Antonio Spurs",96,2018,"201712040SAS",0.193336805555556,-0.06978125
"2017-12-04","9:00p","Washington Wizards",69,"Utah Jazz",116,2018,"201712040UTA",1.21603263888889,-0.51032706062079
"2017-12-05","8:00p","Utah Jazz",94,"Oklahoma City Thunder",100,2018,"201712050OKC",1.37802361111111,1.70359236111111
"2017-12-05","10:00p","Washington Wizards",106,"Portland Trail Blazers",92,2018,"201712050POR",0.769120833333333,-0.110209027777778
"2017-12-05","7:30p","Phoenix Suns",113,"Toronto Raptors",126,2018,"201712050TOR",1.38002708333333,-2.11291458333333
"2017-12-06","7:30p","Dallas Mavericks",90,"Boston Celtics",97,2018,"201712060BOS",0.700309027777778,-0.0472888888888889
"2017-12-06","8:00p","Golden State Warriors",101,"Charlotte Hornets",87,2018,"201712060CHO",0.262052083333333,0.999218055555556
"2017-12-06","7:00p","Sacramento Kings",95,"Cleveland Cavaliers",101,2018,"201712060CLE",0.968982638888889,-1.24774791666667
"2017-12-06","7:00p","Chicago Bulls",96,"Indiana Pacers",98,2018,"201712060IND",0.797289583333333,-1.3813742101243
"2017-12-06","10:30p","Minnesota Timberwolves",113,"Los Angeles Clippers",107,2018,"201712060LAC",-0.444569127143948,1.28785208333333
"2017-12-06","8:00p","Detroit Pistons",100,"Milwaukee Bucks",104,2018,"201712060MIL",0.234799305555556,-0.127315277777778
"2017-12-06","8:00p","Denver Nuggets",114,"New Orleans Pelicans",123,2018,"201712060NOP",-0.112590277777778,-0.866996527777778
"2017-12-06","7:30p","Memphis Grizzlies",88,"New York Knicks",99,2018,"201712060NYK",-0.761748611111111,-0.603992361111111
"2017-12-06","7:00p","Atlanta Hawks",106,"Orlando Magic",110,2018,"201712060ORL",-0.810059119496855,-1.0021116840649
"2017-12-06","8:30p","Miami Heat",105,"San Antonio Spurs",117,2018,"201712060SAS",-0.0745722222222222,0.212158333333333
"2017-12-07","10:00p","Oklahoma City Thunder",95,"Brooklyn Nets",100,2018,"201712070BRK",-0.520546527777778,0.408388194444444
"2017-12-07","8:00p","Los Angeles Lakers",107,"Philadelphia 76ers",104,2018,"201712070PHI",1.39963958333333,-0.152119444444444
"2017-12-07","9:00p","Washington Wizards",109,"Phoenix Suns",99,2018,"201712070PHO",-2.41624166666667,-0.243694444444444
"2017-12-07","10:30p","Houston Rockets",112,"Utah Jazz",101,2018,"201712070UTA",1.54450277777778,2.58311388888889
"2017-12-08","7:00p","Chicago Bulls",119,"Charlotte Hornets",111,2018,"201712080CHO",0.194680503144654,-1.11252578616352
"2017-12-08","7:00p","Golden State Warriors",102,"Detroit Pistons",98,2018,"201712080DET",0.00212624123324767,1.50599027777778
"2017-12-08","7:00p","Cleveland Cavaliers",102,"Indiana Pacers",106,2018,"201712080IND",0.66434375,0.782967437339443
"2017-12-08","8:00p","Toronto Raptors",116,"Memphis Grizzlies",107,2018,"201712080MEM",-0.784377777777778,1.50761666666667
"2017-12-08","8:00p","Dallas Mavericks",102,"Milwaukee Bucks",109,2018,"201712080MIL",0.541816666666667,-0.126783804430863
"2017-12-08","8:00p","Sacramento Kings",116,"New Orleans Pelicans",109,2018,"201712080NOP",0.260666666666667,-1.45174213836478
"2017-12-08","7:00p","Denver Nuggets",103,"Orlando Magic",89,2018,"201712080ORL",-1.12651666666667,-1.2147625
"2017-12-08","9:30p","Boston Celtics",102,"San Antonio Spurs",105,2018,"201712080SAS",-0.0449333333333333,1.42235416666667
"2017-12-09","7:30p","Orlando Magic",110,"Atlanta Hawks",117,2018,"201712090ATL",-1.04853968474412,-1.30366736111111
"2017-12-09","6:00p","Miami Heat",101,"Brooklyn Nets",89,2018,"201712090BRK",-0.485550694444444,0.314211805555556
"2017-12-09","8:00p","New York Knicks",102,"Chicago Bulls",104,2018,"201712090CHI",-1.15428164710784,-0.758804861111111
"2017-12-09","7:00p","Los Angeles Lakers",110,"Charlotte Hornets",99,2018,"201712090CHO",-0.675215277777778,-0.507170833333333
"2017-12-09","8:00p","Philadelphia 76ers",98,"Cleveland Cavaliers",105,2018,"201712090CLE",0.544370833333333,0.818550694444445
"2017-12-09","3:30p","Washington Wizards",112,"Los Angeles Clippers",113,2018,"201712090LAC",-0.485063888888889,-0.164788194444444
"2017-12-09","9:00p","Oklahoma City Thunder",102,"Memphis Grizzlies",101,2018,"201712090MEM",-0.675123899371069,0.722591194968554
"2017-12-09","8:30p","Utah Jazz",100,"Milwaukee Bucks",117,2018,"201712090MIL",0.648913888888889,1.57675694444444
"2017-12-09","9:00p","San Antonio Spurs",104,"Phoenix Suns",101,2018,"201712090PHO",-2.06630208333333,-0.0924423611111111
"2017-12-09","10:00p","Houston Rockets",124,"Portland Trail Blazers",117,2018,"201712090POR",-0.0296069444444443,3.01137222222222
"2017-12-10","4:00p","Boston Celtics",91,"Detroit Pistons",81,2018,"201712100DET",-0.0588055555555555,1.33351111111111
"2017-12-10","5:00p","Denver Nuggets",116,"Indiana Pacers",126,2018,"201712100IND",0.301210062893082,-0.503820125786163
"2017-12-10","7:00p","Dallas Mavericks",92,"Minnesota Timberwolves",97,2018,"201712100MIN",1.13720852718561,-0.205250329838206
"2017-12-10","7:00p","Philadelphia 76ers",124,"New Orleans Pelicans",131,2018,"201712100NOP",1.22913200472189,-0.45438125
"2017-12-10","7:30p","Atlanta Hawks",107,"New York Knicks",111,2018,"201712100NYK",-0.643174779529199,-0.987941666666667
"2017-12-10","3:30p","Toronto Raptors",102,"Sacramento Kings",87,2018,"201712100SAC",-1.84730347222222,1.52204930555556
