"","game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code"
"2251",2009-03-19,"8:00p","Portland Trail Blazers",92,"Cleveland Cavaliers",97,2009,"200903190CLE"
"2252",2009-03-19,"10:30p","Golden State Warriors",106,"Los Angeles Lakers",114,2009,"200903190LAL"
"2253",2009-03-20,"9:00p","Washington Wizards",105,"Denver Nuggets",116,2009,"200903200DEN"
"2254",2009-03-20,"8:00p","Los Angeles Clippers",90,"Detroit Pistons",108,2009,"200903200DET"
"2255",2009-03-20,"10:30p","Philadelphia 76ers",111,"Golden State Warriors",119,2009,"200903200GSW"
"2256",2009-03-20,"8:30p","Minnesota Timberwolves",88,"Houston Rockets",107,2009,"200903200HOU"
"2257",2009-03-20,"7:00p","Dallas Mavericks",94,"Indiana Pacers",92,2009,"200903200IND"
"2258",2009-03-20,"7:30p","Miami Heat",88,"New Jersey Nets",96,2009,"200903200NA"
"2259",2009-03-20,"8:00p","Memphis Grizzlies",84,"New Orleans Hornets",96,2009,"200903200NA"
"2260",2009-03-20,"7:30p","Sacramento Kings",121,"New York Knicks",94,2009,"200903200NYK"
"2261",2009-03-20,"8:00p","Utah Jazz",101,"Oklahoma City Thunder",94,2009,"200903200OKC"
"2262",2009-03-20,"8:30p","Boston Celtics",80,"San Antonio Spurs",77,2009,"200903200SAS"
"2263",2009-03-20,"7:00p","Charlotte Bobcats",102,"Toronto Raptors",89,2009,"200903200TOR"
"2264",2009-03-21,"7:00p","Indiana Pacers",108,"Charlotte Bobcats",83,2009,"200903210CHA"
"2265",2009-03-21,"8:30p","Los Angeles Lakers",117,"Chicago Bulls",109,2009,"200903210CHI"
"2266",2009-03-21,"1:00p","Atlanta Hawks",96,"Cleveland Cavaliers",102,2009,"200903210CLE"
"2267",2009-03-21,"8:00p","Boston Celtics",105,"Memphis Grizzlies",87,2009,"200903210MEM"
"2268",2009-03-21,"8:30p","Portland Trail Blazers",96,"Milwaukee Bucks",84,2009,"200903210MIL"
"2269",2009-03-21,"7:00p","New York Knicks",103,"Orlando Magic",110,2009,"200903210ORL"
"2270",2009-03-21,"10:00p","Washington Wizards",96,"Phoenix Suns",128,2009,"200903210PHO"
"2271",2009-03-22,"1:00p","Miami Heat",101,"Detroit Pistons",96,2009,"200903220DET"
"2272",2009-03-22,"3:30p","Oklahoma City Thunder",97,"Minnesota Timberwolves",90,2009,"200903220MIN"
"2273",2009-03-22,"6:00p","Cleveland Cavaliers",96,"New Jersey Nets",88,2009,"200903220NA"
"2274",2009-03-22,"7:00p","Golden State Warriors",89,"New Orleans Hornets",99,2009,"200903220NA"
"2275",2009-03-22,"9:00p","Philadelphia 76ers",112,"Sacramento Kings",100,2009,"200903220SAC"
"2276",2009-03-22,"3:30p","Houston Rockets",87,"San Antonio Spurs",85,2009,"200903220SAS"
"2277",2009-03-22,"3:30p","Los Angeles Clippers",76,"Toronto Raptors",100,2009,"200903220TOR"
"2278",2009-03-23,"7:00p","Minnesota Timberwolves",97,"Atlanta Hawks",109,2009,"200903230ATL"
"2279",2009-03-23,"7:30p","Los Angeles Clippers",77,"Boston Celtics",90,2009,"200903230BOS"
"2280",2009-03-23,"7:30p","Memphis Grizzlies",82,"Miami Heat",94,2009,"200903230MIA"
"2281",2009-03-23,"7:30p","Orlando Magic",106,"New York Knicks",102,2009,"200903230NYK"
"2282",2009-03-23,"10:00p","Denver Nuggets",115,"Phoenix Suns",118,2009,"200903230PHO"
"2283",2009-03-23,"10:00p","Philadelphia 76ers",114,"Portland Trail Blazers",108,2009,"200903230POR"
"2284",2009-03-23,"7:00p","Chicago Bulls",101,"Washington Wizards",99,2009,"200903230WAS"
"2285",2009-03-24,"8:00p","Detroit Pistons",91,"Chicago Bulls",99,2009,"200903240CHI"
"2286",2009-03-24,"8:00p","Los Angeles Lakers",107,"Oklahoma City Thunder",89,2009,"200903240OKC"
"2287",2009-03-24,"8:30p","Golden State Warriors",106,"San Antonio Spurs",107,2009,"200903240SAS"
"2288",2009-03-24,"10:30p","Houston Rockets",86,"Utah Jazz",99,2009,"200903240UTA"
"2289",2009-03-25,"7:00p","San Antonio Spurs",102,"Atlanta Hawks",92,2009,"200903250ATL"
"2290",2009-03-25,"7:00p","New Jersey Nets",87,"Cleveland Cavaliers",98,2009,"200903250CLE"
"2291",2009-03-25,"8:30p","Golden State Warriors",106,"Dallas Mavericks",128,2009,"200903250DAL"
"2292",2009-03-25,"7:00p","Miami Heat",88,"Indiana Pacers",90,2009,"200903250IND"
"2293",2009-03-25,"8:00p","Denver Nuggets",101,"New Orleans Hornets",88,2009,"200903250NA"
"2294",2009-03-25,"7:30p","Los Angeles Clippers",140,"New York Knicks",135,2009,"200903250NYK"
"2295",2009-03-25,"8:00p","Boston Celtics",82,"Orlando Magic",84,2009,"200903250ORL"
"2296",2009-03-25,"7:00p","Minnesota Timberwolves",88,"Philadelphia 76ers",96,2009,"200903250PHI"
"2297",2009-03-25,"10:30p","Utah Jazz",114,"Phoenix Suns",118,2009,"200903250PHO"
"2298",2009-03-25,"7:00p","Milwaukee Bucks",106,"Toronto Raptors",115,2009,"200903250TOR"
"2299",2009-03-25,"7:00p","Charlotte Bobcats",93,"Washington Wizards",95,2009,"200903250WAS"
"2300",2009-03-26,"8:00p","Miami Heat",87,"Chicago Bulls",106,2009,"200903260CHI"
"2301",2009-03-26,"7:30p","Los Angeles Lakers",92,"Detroit Pistons",77,2009,"200903260DET"
"2302",2009-03-26,"10:30p","Phoenix Suns",109,"Portland Trail Blazers",129,2009,"200903260POR"
"2303",2009-03-27,"7:30p","Boston Celtics",99,"Atlanta Hawks",93,2009,"200903270ATL"
"2304",2009-03-27,"7:30p","Minnesota Timberwolves",85,"Cleveland Cavaliers",107,2009,"200903270CLE"
"2305",2009-03-27,"8:30p","Denver Nuggets",103,"Dallas Mavericks",101,2009,"200903270DAL"
"2306",2009-03-27,"7:30p","Los Angeles Lakers",103,"New Jersey Nets",95,2009,"200903270NA"
"2307",2009-03-27,"7:30p","New Orleans Hornets",93,"New York Knicks",103,2009,"200903270NYK"
"2308",2009-03-27,"7:00p","Milwaukee Bucks",94,"Orlando Magic",110,2009,"200903270ORL"
"2309",2009-03-27,"7:00p","Charlotte Bobcats",100,"Philadelphia 76ers",95,2009,"200903270PHI"
"2310",2009-03-27,"10:00p","Memphis Grizzlies",113,"Sacramento Kings",95,2009,"200903270SAC"
"2311",2009-03-27,"8:30p","Los Angeles Clippers",98,"San Antonio Spurs",111,2009,"200903270SAS"
"2312",2009-03-27,"7:00p","Oklahoma City Thunder",96,"Toronto Raptors",112,2009,"200903270TOR"
"2313",2009-03-28,"7:00p","New York Knicks",85,"Charlotte Bobcats",96,2009,"200903280CHA"
"2314",2009-03-28,"2:00p","Indiana Pacers",106,"Chicago Bulls",112,2009,"200903280CHI"
"2315",2009-03-28,"9:00p","Golden State Warriors",116,"Denver Nuggets",129,2009,"200903280DEN"
"2316",2009-03-28,"8:30p","Los Angeles Clippers",93,"Houston Rockets",110,2009,"200903280HOU"
"2317",2009-03-28,"7:30p","Milwaukee Bucks",85,"Miami Heat",102,2009,"200903280MIA"
"2318",2009-03-28,"10:00p","Memphis Grizzlies",66,"Portland Trail Blazers",86,2009,"200903280POR"
"2319",2009-03-28,"9:00p","Phoenix Suns",99,"Utah Jazz",104,2009,"200903280UTA"
"2320",2009-03-28,"7:00p","Detroit Pistons",98,"Washington Wizards",96,2009,"200903280WAS"
"2321",2009-03-29,"3:30p","Los Angeles Lakers",76,"Atlanta Hawks",86,2009,"200903290ATL"
"2322",2009-03-29,"7:00p","Oklahoma City Thunder",84,"Boston Celtics",103,2009,"200903290BOS"
"2323",2009-03-29,"1:00p","Dallas Mavericks",74,"Cleveland Cavaliers",102,2009,"200903290CLE"
"2324",2009-03-29,"6:00p","Philadelphia 76ers",97,"Detroit Pistons",101,2009,"200903290DET"
"2325",2009-03-29,"7:00p","Washington Wizards",115,"Indiana Pacers",124,2009,"200903290IND"
"2326",2009-03-29,"3:30p","New Jersey Nets",99,"Minnesota Timberwolves",108,2009,"200903290MIN"
"2327",2009-03-29,"8:00p","San Antonio Spurs",86,"New Orleans Hornets",90,2009,"200903290NA"
"2328",2009-03-29,"9:00p","Phoenix Suns",118,"Sacramento Kings",126,2009,"200903290SAC"
"2329",2009-03-29,"3:30p","Chicago Bulls",129,"Toronto Raptors",134,2009,"200903290TOR"
"2330",2009-03-30,"10:30p","Memphis Grizzlies",114,"Golden State Warriors",109,2009,"200903300GSW"
"2331",2009-03-30,"7:30p","Orlando Magic",101,"Miami Heat",95,2009,"200903300MIA"
"2332",2009-03-30,"7:30p","Milwaukee Bucks",107,"New Jersey Nets",78,2009,"200903300NA"
"2333",2009-03-30,"9:00p","New York Knicks",104,"Utah Jazz",112,2009,"200903300UTA"
"2334",2009-03-31,"7:00p","Los Angeles Lakers",84,"Charlotte Bobcats",94,2009,"200903310CHA"
"2335",2009-03-31,"7:00p","Detroit Pistons",73,"Cleveland Cavaliers",79,2009,"200903310CLE"
"2336",2009-03-31,"9:00p","New York Knicks",104,"Denver Nuggets",111,2009,"200903310DEN"
"2337",2009-03-31,"7:00p","Chicago Bulls",105,"Indiana Pacers",107,2009,"200903310IND"
"2338",2009-03-31,"8:00p","Dallas Mavericks",108,"Minnesota Timberwolves",88,2009,"200903310MIN"
"2339",2009-03-31,"7:00p","Atlanta Hawks",85,"Philadelphia 76ers",98,2009,"200903310PHI"
"2340",2009-03-31,"10:00p","Utah Jazz",104,"Portland Trail Blazers",125,2009,"200903310POR"
"2341",2009-03-31,"10:00p","New Orleans Hornets",111,"Sacramento Kings",110,2009,"200903310SAC"
"2342",2009-03-31,"8:30p","Oklahoma City Thunder",96,"San Antonio Spurs",95,2009,"200903310SAS"
"2343",2009-04-01,"7:30p","Charlotte Bobcats",109,"Boston Celtics",111,2009,"200904010BOS"
"2344",2009-04-01,"8:30p","Miami Heat",96,"Dallas Mavericks",98,2009,"200904010DAL"
"2345",2009-04-01,"10:30p","Sacramento Kings",141,"Golden State Warriors",143,2009,"200904010GSW"
"2346",2009-04-01,"10:30p","New Orleans Hornets",104,"Los Angeles Clippers",98,2009,"200904010LAC"
"2347",2009-04-01,"8:00p","Washington Wizards",107,"Memphis Grizzlies",112,2009,"200904010MEM"
"2348",2009-04-01,"8:00p","Los Angeles Lakers",104,"Milwaukee Bucks",98,2009,"200904010MIL"
"2349",2009-04-01,"7:30p","Detroit Pistons",98,"New Jersey Nets",111,2009,"200904010NA"
"2350",2009-04-01,"7:00p","Toronto Raptors",99,"Orlando Magic",95,2009,"200904010ORL"
"2351",2009-04-01,"10:00p","Houston Rockets",109,"Phoenix Suns",114,2009,"200904010PHO"
"2352",2009-04-02,"10:30p","Utah Jazz",104,"Denver Nuggets",114,2009,"200904020DEN"
"2353",2009-04-02,"7:00p","Milwaukee Bucks",95,"Philadelphia 76ers",105,2009,"200904020PHI"
"2354",2009-04-02,"8:00p","Cleveland Cavaliers",101,"Washington Wizards",109,2009,"200904020WAS"
"2355",2009-04-03,"7:30p","Atlanta Hawks",92,"Boston Celtics",104,2009,"200904030BOS"
"2356",2009-04-03,"7:00p","Miami Heat",97,"Charlotte Bobcats",92,2009,"200904030CHA"
"2357",2009-04-03,"10:30p","New Orleans Hornets",103,"Golden State Warriors",111,2009,"200904030GSW"
"2358",2009-04-03,"7:00p","San Antonio Spurs",126,"Indiana Pacers",121,2009,"200904030IND"
"2359",2009-04-03,"10:30p","Houston Rockets",81,"Los Angeles Lakers",93,2009,"200904030LAL"
"2360",2009-04-03,"8:00p","Dallas Mavericks",102,"Memphis Grizzlies",107,2009,"200904030MEM"
"2361",2009-04-03,"8:00p","Portland Trail Blazers",107,"Oklahoma City Thunder",72,2009,"200904030OKC"
"2362",2009-04-03,"8:00p","Cleveland Cavaliers",87,"Orlando Magic",116,2009,"200904030ORL"
"2363",2009-04-03,"10:00p","Sacramento Kings",111,"Phoenix Suns",139,2009,"200904030PHO"
"2364",2009-04-03,"9:00p","Minnesota Timberwolves",103,"Utah Jazz",102,2009,"200904030UTA"
"2365",2009-04-04,"7:00p","Orlando Magic",88,"Atlanta Hawks",82,2009,"200904040ATL"
"2366",2009-04-04,"2:00p","New Jersey Nets",94,"Chicago Bulls",103,2009,"200904040CHI"
"2367",2009-04-04,"9:00p","Los Angeles Clippers",104,"Denver Nuggets",120,2009,"200904040DEN"
"2368",2009-04-04,"8:30p","Memphis Grizzlies",107,"Milwaukee Bucks",102,2009,"200904040MIL"
"2369",2009-04-04,"1:00p","Toronto Raptors",102,"New York Knicks",95,2009,"200904040NYK"
"2370",2009-04-04,"3:00p","Detroit Pistons",90,"Philadelphia 76ers",95,2009,"200904040PHI"
"2371",2009-04-04,"7:00p","Miami Heat",118,"Washington Wizards",104,2009,"200904040WAS"
"2372",2009-04-05,"1:00p","San Antonio Spurs",81,"Cleveland Cavaliers",101,2009,"200904050CLE"
"2373",2009-04-05,"3:30p","Phoenix Suns",116,"Dallas Mavericks",140,2009,"200904050DAL"
"2374",2009-04-05,"6:00p","Charlotte Bobcats",97,"Detroit Pistons",104,2009,"200904050DET"
"2375",2009-04-05,"7:00p","Portland Trail Blazers",88,"Houston Rockets",102,2009,"200904050HOU"
"2376",2009-04-05,"9:30p","Los Angeles Clippers",85,"Los Angeles Lakers",88,2009,"200904050LAL"
"2377",2009-04-05,"7:00p","Denver Nuggets",110,"Minnesota Timberwolves",87,2009,"200904050MIN"
"2378",2009-04-05,"7:30p","Philadelphia 76ers",67,"New Jersey Nets",96,2009,"200904050NA"
"2379",2009-04-05,"7:00p","Utah Jazz",108,"New Orleans Hornets",94,2009,"200904050NA"
"2380",2009-04-05,"7:00p","Indiana Pacers",117,"Oklahoma City Thunder",99,2009,"200904050OKC"
"2381",2009-04-05,"9:00p","Golden State Warriors",105,"Sacramento Kings",100,2009,"200904050SAC"
"2382",2009-04-05,"6:00p","New York Knicks",112,"Toronto Raptors",103,2009,"200904050TOR"
"2383",2009-04-07,"7:00p","Philadelphia 76ers",98,"Charlotte Bobcats",101,2009,"200904070CHA"
"2384",2009-04-07,"8:30p","New York Knicks",103,"Chicago Bulls",110,2009,"200904070CHI"
"2385",2009-04-07,"8:30p","Orlando Magic",83,"Houston Rockets",93,2009,"200904070HOU"
"2386",2009-04-07,"10:30p","Minnesota Timberwolves",87,"Los Angeles Clippers",77,2009,"200904070LAC"
"2387",2009-04-07,"8:00p","Portland Trail Blazers",96,"Memphis Grizzlies",93,2009,"200904070MEM"
"2388",2009-04-07,"7:30p","New Orleans Hornets",93,"Miami Heat",87,2009,"200904070MIA"
"2389",2009-04-07,"8:00p","San Antonio Spurs",99,"Oklahoma City Thunder",89,2009,"200904070OKC"
"2390",2009-04-07,"10:00p","Los Angeles Lakers",122,"Sacramento Kings",104,2009,"200904070SAC"
"2391",2009-04-07,"7:00p","Atlanta Hawks",118,"Toronto Raptors",110,2009,"200904070TOR"
"2392",2009-04-08,"7:30p","New Jersey Nets",104,"Boston Celtics",106,2009,"200904080BOS"
"2393",2009-04-08,"7:00p","Washington Wizards",86,"Cleveland Cavaliers",98,2009,"200904080CLE"
"2394",2009-04-08,"9:30p","Utah Jazz",101,"Dallas Mavericks",130,2009,"200904080DAL"
"2395",2009-04-08,"9:00p","Oklahoma City Thunder",112,"Denver Nuggets",122,2009,"200904080DEN"
"2396",2009-04-08,"10:30p","Minnesota Timberwolves",105,"Golden State Warriors",97,2009,"200904080GSW"
"2397",2009-04-08,"7:00p","Toronto Raptors",101,"Indiana Pacers",130,2009,"200904080IND"
"2398",2009-04-08,"8:00p","Atlanta Hawks",113,"Milwaukee Bucks",105,2009,"200904080MIL"
"2399",2009-04-08,"8:00p","Phoenix Suns",105,"New Orleans Hornets",100,2009,"200904080NA"
"2400",2009-04-08,"7:30p","Detroit Pistons",113,"New York Knicks",86,2009,"200904080NYK"
"2401",2009-04-08,"7:00p","Memphis Grizzlies",78,"Orlando Magic",81,2009,"200904080ORL"
"2402",2009-04-08,"7:00p","Portland Trail Blazers",95,"San Antonio Spurs",83,2009,"200904080SAS"
"2403",2009-04-09,"8:00p","Philadelphia 76ers",99,"Chicago Bulls",113,2009,"200904090CHI"
"2404",2009-04-09,"10:30p","Denver Nuggets",102,"Los Angeles Lakers",116,2009,"200904090LAL"
"2405",2009-04-09,"10:00p","Houston Rockets",115,"Sacramento Kings",98,2009,"200904090SAC"
"2406",2009-04-10,"7:30p","Indiana Pacers",118,"Atlanta Hawks",122,2009,"200904100ATL"
"2407",2009-04-10,"7:30p","Miami Heat",98,"Boston Celtics",105,2009,"200904100BOS"
"2408",2009-04-10,"8:30p","New Orleans Hornets",92,"Dallas Mavericks",100,2009,"200904100DAL"
"2409",2009-04-10,"8:00p","New Jersey Nets",93,"Detroit Pistons",100,2009,"200904100DET"
"2410",2009-04-10,"10:30p","Houston Rockets",113,"Golden State Warriors",109,2009,"200904100GSW"
"2411",2009-04-10,"10:30p","Sacramento Kings",78,"Los Angeles Clippers",109,2009,"200904100LAC"
"2412",2009-04-10,"8:00p","Phoenix Suns",89,"Memphis Grizzlies",106,2009,"200904100MEM"
"2413",2009-04-10,"8:00p","Charlotte Bobcats",81,"Oklahoma City Thunder",84,2009,"200904100OKC"
"2414",2009-04-10,"8:00p","New York Knicks",105,"Orlando Magic",95,2009,"200904100ORL"
"2415",2009-04-10,"7:00p","Cleveland Cavaliers",102,"Philadelphia 76ers",92,2009,"200904100PHI"
"2416",2009-04-10,"10:00p","Los Angeles Lakers",98,"Portland Trail Blazers",106,2009,"200904100POR"
"2417",2009-04-10,"8:30p","Utah Jazz",99,"San Antonio Spurs",105,2009,"200904100SAS"
"2418",2009-04-10,"8:00p","Washington Wizards",100,"Toronto Raptors",98,2009,"200904100TOR"
"2419",2009-04-11,"8:30p","Charlotte Bobcats",106,"Chicago Bulls",113,2009,"200904110CHI"
"2420",2009-04-11,"7:00p","Detroit Pistons",102,"Indiana Pacers",106,2009,"200904110IND"
"2421",2009-04-11,"10:30p","Portland Trail Blazers",87,"Los Angeles Clippers",72,2009,"200904110LAC"
"2422",2009-04-11,"8:30p","Oklahoma City Thunder",98,"Milwaukee Bucks",115,2009,"200904110MIL"
"2423",2009-04-11,"8:00p","Phoenix Suns",110,"Minnesota Timberwolves",97,2009,"200904110MIN"
"2424",2009-04-11,"7:30p","Orlando Magic",93,"New Jersey Nets",103,2009,"200904110NA"
"2425",2009-04-11,"9:00p","Golden State Warriors",118,"Utah Jazz",108,2009,"200904110UTA"
"2426",2009-04-12,"3:30p","Boston Celtics",76,"Cleveland Cavaliers",107,2009,"200904120CLE"
"2427",2009-04-12,"9:30p","Memphis Grizzlies",75,"Los Angeles Lakers",92,2009,"200904120LAL"
"2428",2009-04-12,"6:00p","New York Knicks",105,"Miami Heat",122,2009,"200904120MIA"
"2429",2009-04-12,"1:00p","Dallas Mavericks",92,"New Orleans Hornets",102,2009,"200904120NA"
"2430",2009-04-12,"9:00p","San Antonio Spurs",95,"Sacramento Kings",92,2009,"200904120SAC"
"2431",2009-04-12,"6:00p","Philadelphia 76ers",104,"Toronto Raptors",111,2009,"200904120TOR"
"2432",2009-04-13,"8:30p","Minnesota Timberwolves",94,"Dallas Mavericks",96,2009,"200904130DAL"
"2433",2009-04-13,"9:00p","Sacramento Kings",98,"Denver Nuggets",118,2009,"200904130DEN"
"2434",2009-04-13,"7:30p","Chicago Bulls",91,"Detroit Pistons",88,2009,"200904130DET"
"2435",2009-04-13,"10:30p","San Antonio Spurs",101,"Golden State Warriors",72,2009,"200904130GSW"
"2436",2009-04-13,"8:30p","New Orleans Hornets",66,"Houston Rockets",86,2009,"200904130HOU"
"2437",2009-04-13,"7:00p","Cleveland Cavaliers",117,"Indiana Pacers",109,2009,"200904130IND"
"2438",2009-04-13,"8:00p","Orlando Magic",80,"Milwaukee Bucks",98,2009,"200904130MIL"
"2439",2009-04-13,"7:30p","Charlotte Bobcats",87,"New Jersey Nets",91,2009,"200904130NA"
"2440",2009-04-13,"10:00p","Memphis Grizzlies",110,"Phoenix Suns",119,2009,"200904130PHO"
"2441",2009-04-13,"10:00p","Oklahoma City Thunder",83,"Portland Trail Blazers",113,2009,"200904130POR"
"2442",2009-04-13,"9:00p","Los Angeles Clippers",85,"Utah Jazz",106,2009,"200904130UTA"
"2443",2009-04-13,"7:00p","Toronto Raptors",97,"Washington Wizards",96,2009,"200904130WAS"
"2444",2009-04-14,"7:00p","Miami Heat",79,"Atlanta Hawks",81,2009,"200904140ATL"
"2445",2009-04-14,"10:30p","Utah Jazz",112,"Los Angeles Lakers",125,2009,"200904140LAL"
"2446",2009-04-14,"8:00p","Boston Celtics",100,"Philadelphia 76ers",98,2009,"200904140PHI"
"2447",2009-04-15,"8:00p","Washington Wizards",107,"Boston Celtics",115,2009,"200904150BOS"
"2448",2009-04-15,"8:00p","Toronto Raptors",109,"Chicago Bulls",98,2009,"200904150CHI"
"2449",2009-04-15,"8:00p","Philadelphia 76ers",111,"Cleveland Cavaliers",110,2009,"200904150CLE"
"2450",2009-04-15,"8:00p","Houston Rockets",84,"Dallas Mavericks",95,2009,"200904150DAL"
"2451",2009-04-15,"8:00p","Milwaukee Bucks",108,"Indiana Pacers",115,2009,"200904150IND"
"2452",2009-04-15,"10:30p","Oklahoma City Thunder",126,"Los Angeles Clippers",85,2009,"200904150LAC"
"2453",2009-04-15,"8:00p","Atlanta Hawks",90,"Memphis Grizzlies",98,2009,"200904150MEM"
"2454",2009-04-15,"8:00p","Detroit Pistons",96,"Miami Heat",102,2009,"200904150MIA"
"2455",2009-04-15,"8:00p","Sacramento Kings",97,"Minnesota Timberwolves",90,2009,"200904150MIN"
"2456",2009-04-15,"8:00p","New Jersey Nets",73,"New York Knicks",102,2009,"200904150NYK"
"2457",2009-04-15,"8:00p","Charlotte Bobcats",73,"Orlando Magic",98,2009,"200904150ORL"
"2458",2009-04-15,"10:30p","Golden State Warriors",113,"Phoenix Suns",117,2009,"200904150PHO"
"2459",2009-04-15,"10:30p","Denver Nuggets",76,"Portland Trail Blazers",104,2009,"200904150POR"
"2460",2009-04-15,"8:00p","New Orleans Hornets",98,"San Antonio Spurs",105,2009,"200904150SAS"
"2461",2009-10-27,"7:30p","Boston Celtics",95,"Cleveland Cavaliers",89,2010,"200910270CLE"
"2462",2009-10-27,"8:30p","Washington Wizards",102,"Dallas Mavericks",91,2010,"200910270DAL"
"2463",2009-10-27,"10:30p","Los Angeles Clippers",92,"Los Angeles Lakers",99,2010,"200910270LAL"
"2464",2009-10-27,"10:00p","Houston Rockets",87,"Portland Trail Blazers",96,2010,"200910270POR"
"2465",2009-10-28,"7:00p","Indiana Pacers",109,"Atlanta Hawks",120,2010,"200910280ATL"
"2466",2009-10-28,"7:30p","Charlotte Bobcats",59,"Boston Celtics",92,2010,"200910280BOS"
"2467",2009-10-28,"10:30p","Utah Jazz",105,"Denver Nuggets",114,2010,"200910280DEN"
"2468",2009-10-28,"10:30p","Houston Rockets",108,"Golden State Warriors",107,2010,"200910280GSW"
"2469",2009-10-28,"10:30p","Phoenix Suns",109,"Los Angeles Clippers",107,2010,"200910280LAC"
"2470",2009-10-28,"8:00p","Detroit Pistons",96,"Memphis Grizzlies",74,2010,"200910280MEM"
"2471",2009-10-28,"7:30p","New York Knicks",93,"Miami Heat",115,2010,"200910280MIA"
"2472",2009-10-28,"8:00p","New Jersey Nets",93,"Minnesota Timberwolves",95,2010,"200910280MIN"
"2473",2009-10-28,"8:00p","Sacramento Kings",89,"Oklahoma City Thunder",102,2010,"200910280OKC"
"2474",2009-10-28,"7:00p","Philadelphia 76ers",106,"Orlando Magic",120,2010,"200910280ORL"
"2475",2009-10-28,"8:00p","New Orleans Hornets",96,"San Antonio Spurs",113,2010,"200910280SAS"
"2476",2009-10-28,"7:00p","Cleveland Cavaliers",91,"Toronto Raptors",101,2010,"200910280TOR"
"2477",2009-10-29,"8:00p","San Antonio Spurs",85,"Chicago Bulls",92,2010,"200910290CHI"
"2478",2009-10-29,"10:30p","Denver Nuggets",97,"Portland Trail Blazers",94,2010,"200910290POR"
"2479",2009-10-30,"7:30p","Washington Wizards",89,"Atlanta Hawks",100,2010,"200910300ATL"
"2480",2009-10-30,"8:00p","Chicago Bulls",90,"Boston Celtics",118,2010,"200910300BOS"
"2481",2009-10-30,"7:00p","New York Knicks",100,"Charlotte Bobcats",102,2010,"200910300CHA"
"2482",2009-10-30,"8:00p","Oklahoma City Thunder",91,"Detroit Pistons",83,2010,"200910300DET"
"2483",2009-10-30,"8:00p","Miami Heat",96,"Indiana Pacers",83,2010,"200910300IND"
"2484",2009-10-30,"10:30p","Dallas Mavericks",94,"Los Angeles Lakers",80,2010,"200910300LAL"
"2485",2009-10-30,"8:00p","Toronto Raptors",107,"Memphis Grizzlies",115,2010,"200910300MEM"
"2486",2009-10-30,"8:00p","Cleveland Cavaliers",104,"Minnesota Timberwolves",87,2010,"200910300MIN"
"2487",2009-10-30,"8:00p","Orlando Magic",95,"New Jersey Nets",85,2010,"200910300NA"
"2488",2009-10-30,"8:00p","Sacramento Kings",92,"New Orleans Hornets",97,2010,"200910300NA"
"2489",2009-10-30,"7:00p","Milwaukee Bucks",86,"Philadelphia 76ers",99,2010,"200910300PHI"
"2490",2009-10-30,"10:00p","Golden State Warriors",101,"Phoenix Suns",123,2010,"200910300PHO"
"2491",2009-10-30,"9:00p","Los Angeles Clippers",98,"Utah Jazz",111,2010,"200910300UTA"
"2492",2009-10-31,"7:30p","Charlotte Bobcats",79,"Cleveland Cavaliers",90,2010,"200910310CLE"
"2493",2009-10-31,"8:30p","Portland Trail Blazers",107,"Houston Rockets",111,2010,"200910310HOU"
"2494",2009-10-31,"10:30p","Dallas Mavericks",93,"Los Angeles Clippers",84,2010,"200910310LAC"
"2495",2009-10-31,"8:30p","Detroit Pistons",85,"Milwaukee Bucks",96,2010,"200910310MIL"
"2496",2009-10-31,"7:30p","Philadelphia 76ers",141,"New York Knicks",127,2010,"200910310NYK"
"2497",2009-10-31,"8:30p","Sacramento Kings",94,"San Antonio Spurs",113,2010,"200910310SAS"
"2498",2009-10-31,"7:00p","New Jersey Nets",104,"Washington Wizards",123,2010,"200910310WAS"
"2499",2009-11-01,"6:00p","New Orleans Hornets",87,"Boston Celtics",97,2010,"200911010BOS"
"2500",2009-11-01,"8:00p","Memphis Grizzlies",123,"Denver Nuggets",133,2010,"200911010DEN"
"2501",2009-11-01,"9:30p","Atlanta Hawks",110,"Los Angeles Lakers",118,2010,"200911010LAL"
"2502",2009-11-01,"6:00p","Chicago Bulls",87,"Miami Heat",95,2010,"200911010MIA"
"2503",2009-11-01,"7:00p","Portland Trail Blazers",83,"Oklahoma City Thunder",74,2010,"200911010OKC"
"2504",2009-11-01,"8:00p","Minnesota Timberwolves",112,"Phoenix Suns",120,2010,"200911010PHO"
"2505",2009-11-01,"1:00p","Orlando Magic",125,"Toronto Raptors",116,2010,"200911010TOR"
"2506",2009-11-02,"7:00p","New Jersey Nets",68,"Charlotte Bobcats",79,2010,"200911020CHA"
"2507",2009-11-02,"10:30p","Minnesota Timberwolves",90,"Los Angeles Clippers",93,2010,"200911020LAC"
"2508",2009-11-02,"7:30p","New Orleans Hornets",111,"New York Knicks",117,2010,"200911020NYK"
"2509",2009-11-02,"10:00p","Memphis Grizzlies",116,"Sacramento Kings",127,2010,"200911020SAC"
"2510",2009-11-02,"9:00p","Houston Rockets",113,"Utah Jazz",96,2010,"200911020UTA"
"2511",2009-11-03,"8:00p","Milwaukee Bucks",81,"Chicago Bulls",83,2010,"200911030CHI"
"2512",2009-11-03,"7:00p","Washington Wizards",90,"Cleveland Cavaliers",102,2010,"200911030CLE"
"2513",2009-11-03,"8:30p","Utah Jazz",85,"Dallas Mavericks",96,2010,"200911030DAL"
