"","game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code"
"9331",2015-03-12,"10:30p","New York Knicks",101,"Los Angeles Lakers",94,2015,"201503120LAL"
"9332",2015-03-12,"9:30p","Cleveland Cavaliers",128,"San Antonio Spurs",125,2015,"201503120SAS"
"9333",2015-03-12,"9:00p","Houston Rockets",91,"Utah Jazz",109,2015,"201503120UTA"
"9334",2015-03-12,"7:00p","Memphis Grizzlies",87,"Washington Wizards",107,2015,"201503120WAS"
"9335",2015-03-13,"7:30p","Orlando Magic",88,"Boston Celtics",95,2015,"201503130BOS"
"9336",2015-03-13,"7:00p","Chicago Bulls",91,"Charlotte Hornets",101,2015,"201503130CHO"
"9337",2015-03-13,"8:30p","Los Angeles Clippers",99,"Dallas Mavericks",129,2015,"201503130DAL"
"9338",2015-03-13,"9:00p","Golden State Warriors",103,"Denver Nuggets",114,2015,"201503130DEN"
"9339",2015-03-13,"8:00p","Minnesota Timberwolves",99,"Oklahoma City Thunder",113,2015,"201503130OKC"
"9340",2015-03-13,"7:00p","Sacramento Kings",107,"Philadelphia 76ers",114,2015,"201503130PHI"
"9341",2015-03-13,"10:00p","Atlanta Hawks",96,"Phoenix Suns",87,2015,"201503130PHO"
"9342",2015-03-13,"10:00p","Detroit Pistons",99,"Portland Trail Blazers",118,2015,"201503130POR"
"9343",2015-03-13,"7:30p","Miami Heat",92,"Toronto Raptors",102,2015,"201503130TOR"
"9344",2015-03-14,"10:30p","New York Knicks",94,"Golden State Warriors",125,2015,"201503140GSW"
"9345",2015-03-14,"7:00p","Boston Celtics",93,"Indiana Pacers",89,2015,"201503140IND"
"9346",2015-03-14,"8:00p","Milwaukee Bucks",83,"Memphis Grizzlies",96,2015,"201503140MEM"
"9347",2015-03-14,"7:30p","Brooklyn Nets",94,"Philadelphia 76ers",87,2015,"201503140PHI"
"9348",2015-03-14,"9:00p","Detroit Pistons",85,"Utah Jazz",88,2015,"201503140UTA"
"9349",2015-03-14,"7:00p","Sacramento Kings",97,"Washington Wizards",113,2015,"201503140WAS"
"9350",2015-03-15,"3:30p","Houston Rockets",100,"Los Angeles Clippers",98,2015,"201503150LAC"
"9351",2015-03-15,"9:30p","Atlanta Hawks",91,"Los Angeles Lakers",86,2015,"201503150LAL"
"9352",2015-03-15,"6:00p","Denver Nuggets",118,"New Orleans Pelicans",111,2015,"201503150NOP"
"9353",2015-03-15,"1:00p","Chicago Bulls",100,"Oklahoma City Thunder",109,2015,"201503150OKC"
"9354",2015-03-15,"6:00p","Cleveland Cavaliers",123,"Orlando Magic",108,2015,"201503150ORL"
"9355",2015-03-15,"9:00p","New York Knicks",89,"Phoenix Suns",102,2015,"201503150PHO"
"9356",2015-03-15,"7:00p","Minnesota Timberwolves",97,"San Antonio Spurs",123,2015,"201503150SAS"
"9357",2015-03-15,"7:00p","Portland Trail Blazers",113,"Toronto Raptors",97,2015,"201503150TOR"
"9358",2015-03-16,"7:30p","Philadelphia 76ers",89,"Boston Celtics",108,2015,"201503160BOS"
"9359",2015-03-16,"8:30p","Oklahoma City Thunder",115,"Dallas Mavericks",119,2015,"201503160DAL"
"9360",2015-03-16,"10:30p","Los Angeles Lakers",105,"Golden State Warriors",108,2015,"201503160GSW"
"9361",2015-03-16,"7:00p","Toronto Raptors",117,"Indiana Pacers",98,2015,"201503160IND"
"9362",2015-03-16,"8:00p","Denver Nuggets",81,"Memphis Grizzlies",92,2015,"201503160MEM"
"9363",2015-03-16,"8:00p","Cleveland Cavaliers",92,"Miami Heat",106,2015,"201503160MIA"
"9364",2015-03-16,"8:00p","Brooklyn Nets",122,"Minnesota Timberwolves",106,2015,"201503160MIN"
"9365",2015-03-16,"10:00p","Atlanta Hawks",110,"Sacramento Kings",103,2015,"201503160SAC"
"9366",2015-03-16,"9:00p","Charlotte Hornets",66,"Utah Jazz",94,2015,"201503160UTA"
"9367",2015-03-16,"7:00p","Portland Trail Blazers",97,"Washington Wizards",105,2015,"201503160WAS"
"9368",2015-03-17,"7:30p","Memphis Grizzlies",95,"Detroit Pistons",105,2015,"201503170DET"
"9369",2015-03-17,"8:00p","Orlando Magic",94,"Houston Rockets",107,2015,"201503170HOU"
"9370",2015-03-17,"10:30p","Charlotte Hornets",92,"Los Angeles Clippers",99,2015,"201503170LAC"
"9371",2015-03-17,"8:00p","Milwaukee Bucks",84,"New Orleans Pelicans",85,2015,"201503170NOP"
"9372",2015-03-17,"7:30p","San Antonio Spurs",100,"New York Knicks",104,2015,"201503170NYK"
"9373",2015-03-18,"8:00p","Indiana Pacers",86,"Chicago Bulls",103,2015,"201503180CHI"
"9374",2015-03-18,"7:00p","Brooklyn Nets",92,"Cleveland Cavaliers",117,2015,"201503180CLE"
"9375",2015-03-18,"8:00p","Orlando Magic",102,"Dallas Mavericks",107,2015,"201503180DAL"
"9376",2015-03-18,"10:30p","Atlanta Hawks",95,"Golden State Warriors",114,2015,"201503180GSW"
"9377",2015-03-18,"7:30p","Portland Trail Blazers",104,"Miami Heat",108,2015,"201503180MIA"
"9378",2015-03-18,"8:00p","San Antonio Spurs",114,"Milwaukee Bucks",103,2015,"201503180MIL"
"9379",2015-03-18,"8:00p","Boston Celtics",118,"Oklahoma City Thunder",122,2015,"201503180OKC"
"9380",2015-03-18,"7:00p","Detroit Pistons",83,"Philadelphia 76ers",94,2015,"201503180PHI"
"9381",2015-03-18,"10:00p","Los Angeles Clippers",116,"Sacramento Kings",105,2015,"201503180SAC"
"9382",2015-03-18,"7:30p","Minnesota Timberwolves",100,"Toronto Raptors",105,2015,"201503180TOR"
"9383",2015-03-18,"10:30p","Washington Wizards",88,"Utah Jazz",84,2015,"201503180UTA"
"9384",2015-03-19,"8:00p","Denver Nuggets",108,"Houston Rockets",118,2015,"201503190HOU"
"9385",2015-03-19,"10:30p","Utah Jazz",80,"Los Angeles Lakers",73,2015,"201503190LAL"
"9386",2015-03-19,"7:30p","Minnesota Timberwolves",95,"New York Knicks",92,2015,"201503190NYK"
"9387",2015-03-19,"10:00p","New Orleans Pelicans",72,"Phoenix Suns",74,2015,"201503190PHO"
"9388",2015-03-20,"7:30p","Milwaukee Bucks",127,"Brooklyn Nets",129,2015,"201503200BRK"
"9389",2015-03-20,"8:00p","Toronto Raptors",92,"Chicago Bulls",108,2015,"201503200CHI"
"9390",2015-03-20,"7:30p","Indiana Pacers",92,"Cleveland Cavaliers",95,2015,"201503200CLE"
"9391",2015-03-20,"8:30p","Memphis Grizzlies",112,"Dallas Mavericks",101,2015,"201503200DAL"
"9392",2015-03-20,"10:30p","New Orleans Pelicans",96,"Golden State Warriors",112,2015,"201503200GSW"
"9393",2015-03-20,"10:30p","Washington Wizards",99,"Los Angeles Clippers",113,2015,"201503200LAC"
"9394",2015-03-20,"7:30p","Denver Nuggets",91,"Miami Heat",108,2015,"201503200MIA"
"9395",2015-03-20,"8:00p","Atlanta Hawks",115,"Oklahoma City Thunder",123,2015,"201503200OKC"
"9396",2015-03-20,"7:00p","Portland Trail Blazers",104,"Orlando Magic",111,2015,"201503200ORL"
"9397",2015-03-20,"7:00p","New York Knicks",81,"Philadelphia 76ers",97,2015,"201503200PHI"
"9398",2015-03-20,"10:00p","Charlotte Hornets",91,"Sacramento Kings",101,2015,"201503200SAC"
"9399",2015-03-20,"8:30p","Boston Celtics",89,"San Antonio Spurs",101,2015,"201503200SAS"
"9400",2015-03-21,"7:30p","Chicago Bulls",91,"Detroit Pistons",107,2015,"201503210DET"
"9401",2015-03-21,"10:30p","Utah Jazz",91,"Golden State Warriors",106,2015,"201503210GSW"
"9402",2015-03-21,"8:00p","Phoenix Suns",117,"Houston Rockets",102,2015,"201503210HOU"
"9403",2015-03-21,"7:00p","Brooklyn Nets",123,"Indiana Pacers",111,2015,"201503210IND"
"9404",2015-03-21,"8:00p","Portland Trail Blazers",86,"Memphis Grizzlies",97,2015,"201503210MEM"
"9405",2015-03-22,"3:00p","San Antonio Spurs",114,"Atlanta Hawks",95,2015,"201503220ATL"
"9406",2015-03-22,"6:00p","Detroit Pistons",105,"Boston Celtics",97,2015,"201503220BOS"
"9407",2015-03-22,"3:30p","New Orleans Pelicans",100,"Los Angeles Clippers",107,2015,"201503220LAC"
"9408",2015-03-22,"9:30p","Philadelphia 76ers",87,"Los Angeles Lakers",101,2015,"201503220LAL"
"9409",2015-03-22,"3:00p","Cleveland Cavaliers",108,"Milwaukee Bucks",90,2015,"201503220MIL"
"9410",2015-03-22,"7:00p","Charlotte Hornets",109,"Minnesota Timberwolves",98,2015,"201503220MIN"
"9411",2015-03-22,"3:00p","Miami Heat",75,"Oklahoma City Thunder",93,2015,"201503220OKC"
"9412",2015-03-22,"6:00p","Denver Nuggets",119,"Orlando Magic",100,2015,"201503220ORL"
"9413",2015-03-22,"9:00p","Dallas Mavericks",92,"Phoenix Suns",98,2015,"201503220PHO"
"9414",2015-03-22,"6:00p","Washington Wizards",86,"Sacramento Kings",109,2015,"201503220SAC"
"9415",2015-03-22,"4:00p","New York Knicks",89,"Toronto Raptors",106,2015,"201503220TOR"
"9416",2015-03-23,"7:30p","Boston Celtics",110,"Brooklyn Nets",91,2015,"201503230BRK"
"9417",2015-03-23,"8:00p","Charlotte Hornets",86,"Chicago Bulls",98,2015,"201503230CHI"
"9418",2015-03-23,"10:30p","Washington Wizards",76,"Golden State Warriors",107,2015,"201503230GSW"
"9419",2015-03-23,"7:00p","Houston Rockets",110,"Indiana Pacers",100,2015,"201503230IND"
"9420",2015-03-23,"7:30p","Memphis Grizzlies",103,"New York Knicks",82,2015,"201503230NYK"
"9421",2015-03-23,"9:00p","Minnesota Timberwolves",106,"Utah Jazz",104,2015,"201503230UTA"
"9422",2015-03-24,"8:00p","San Antonio Spurs",94,"Dallas Mavericks",101,2015,"201503240DAL"
"9423",2015-03-24,"7:30p","Toronto Raptors",104,"Detroit Pistons",108,2015,"201503240DET"
"9424",2015-03-24,"8:00p","Miami Heat",88,"Milwaukee Bucks",89,2015,"201503240MIL"
"9425",2015-03-24,"8:00p","Los Angeles Lakers",117,"Oklahoma City Thunder",127,2015,"201503240OKC"
"9426",2015-03-24,"10:30p","Golden State Warriors",122,"Portland Trail Blazers",108,2015,"201503240POR"
"9427",2015-03-24,"10:00p","Philadelphia 76ers",106,"Sacramento Kings",107,2015,"201503240SAC"
"9428",2015-03-25,"7:30p","Miami Heat",93,"Boston Celtics",86,2015,"201503250BOS"
"9429",2015-03-25,"7:00p","Brooklyn Nets",91,"Charlotte Hornets",88,2015,"201503250CHO"
"9430",2015-03-25,"9:00p","Philadelphia 76ers",99,"Denver Nuggets",85,2015,"201503250DEN"
"9431",2015-03-25,"8:00p","Cleveland Cavaliers",111,"Memphis Grizzlies",89,2015,"201503250MEM"
"9432",2015-03-25,"8:00p","Los Angeles Lakers",101,"Minnesota Timberwolves",99,2015,"201503250MIN"
"9433",2015-03-25,"8:00p","Houston Rockets",95,"New Orleans Pelicans",93,2015,"201503250NOP"
"9434",2015-03-25,"7:00p","Los Angeles Clippers",111,"New York Knicks",80,2015,"201503250NYK"
"9435",2015-03-25,"7:00p","Atlanta Hawks",95,"Orlando Magic",83,2015,"201503250ORL"
"9436",2015-03-25,"10:00p","Sacramento Kings",108,"Phoenix Suns",99,2015,"201503250PHO"
"9437",2015-03-25,"9:30p","Oklahoma City Thunder",91,"San Antonio Spurs",130,2015,"201503250SAS"
"9438",2015-03-25,"7:00p","Chicago Bulls",116,"Toronto Raptors",103,2015,"201503250TOR"
"9439",2015-03-25,"9:00p","Portland Trail Blazers",92,"Utah Jazz",89,2015,"201503250UTA"
"9440",2015-03-25,"7:00p","Indiana Pacers",103,"Washington Wizards",101,2015,"201503250WAS"
"9441",2015-03-26,"8:00p","Indiana Pacers",107,"Milwaukee Bucks",111,2015,"201503260MIL"
"9442",2015-03-27,"7:30p","Miami Heat",86,"Atlanta Hawks",99,2015,"201503270ATL"
"9443",2015-03-27,"7:30p","Cleveland Cavaliers",98,"Brooklyn Nets",106,2015,"201503270BRK"
"9444",2015-03-27,"9:00p","Utah Jazz",91,"Denver Nuggets",107,2015,"201503270DEN"
"9445",2015-03-27,"8:00p","Minnesota Timberwolves",110,"Houston Rockets",120,2015,"201503270HOU"
"9446",2015-03-27,"8:00p","Golden State Warriors",107,"Memphis Grizzlies",84,2015,"201503270MEM"
"9447",2015-03-27,"8:00p","Sacramento Kings",88,"New Orleans Pelicans",102,2015,"201503270NOP"
"9448",2015-03-27,"7:30p","Boston Celtics",96,"New York Knicks",92,2015,"201503270NYK"
"9449",2015-03-27,"7:00p","Detroit Pistons",111,"Orlando Magic",97,2015,"201503270ORL"
"9450",2015-03-27,"7:00p","Los Angeles Clippers",119,"Philadelphia 76ers",98,2015,"201503270PHI"
"9451",2015-03-27,"10:00p","Portland Trail Blazers",87,"Phoenix Suns",81,2015,"201503270PHO"
"9452",2015-03-27,"8:30p","Dallas Mavericks",76,"San Antonio Spurs",94,2015,"201503270SAS"
"9453",2015-03-27,"7:30p","Los Angeles Lakers",83,"Toronto Raptors",94,2015,"201503270TOR"
"9454",2015-03-27,"7:00p","Charlotte Hornets",107,"Washington Wizards",110,2015,"201503270WAS"
"9455",2015-03-28,"8:00p","New York Knicks",80,"Chicago Bulls",111,2015,"201503280CHI"
"9456",2015-03-28,"7:00p","Atlanta Hawks",100,"Charlotte Hornets",115,2015,"201503280CHO"
"9457",2015-03-28,"8:30p","Golden State Warriors",108,"Milwaukee Bucks",95,2015,"201503280MIL"
"9458",2015-03-28,"10:00p","Denver Nuggets",114,"Portland Trail Blazers",120,2015,"201503280POR"
"9459",2015-03-28,"9:00p","Oklahoma City Thunder",89,"Utah Jazz",94,2015,"201503280UTA"
"9460",2015-03-29,"6:00p","Los Angeles Clippers",119,"Boston Celtics",106,2015,"201503290BOS"
"9461",2015-03-29,"3:30p","Los Angeles Lakers",99,"Brooklyn Nets",107,2015,"201503290BRK"
"9462",2015-03-29,"4:30p","Philadelphia 76ers",86,"Cleveland Cavaliers",87,2015,"201503290CLE"
"9463",2015-03-29,"7:00p","Dallas Mavericks",99,"Indiana Pacers",104,2015,"201503290IND"
"9464",2015-03-29,"6:00p","Detroit Pistons",102,"Miami Heat",109,2015,"201503290MIA"
"9465",2015-03-29,"4:00p","Minnesota Timberwolves",88,"New Orleans Pelicans",110,2015,"201503290NOP"
"9466",2015-03-29,"9:00p","Oklahoma City Thunder",109,"Phoenix Suns",97,2015,"201503290PHO"
"9467",2015-03-29,"7:00p","Memphis Grizzlies",89,"San Antonio Spurs",103,2015,"201503290SAS"
"9468",2015-03-29,"12:30p","Houston Rockets",99,"Washington Wizards",91,2015,"201503290WAS"
"9469",2015-03-30,"7:30p","Milwaukee Bucks",88,"Atlanta Hawks",101,2015,"201503300ATL"
"9470",2015-03-30,"7:00p","Boston Celtics",116,"Charlotte Hornets",104,2015,"201503300CHO"
"9471",2015-03-30,"8:00p","Sacramento Kings",83,"Memphis Grizzlies",97,2015,"201503300MEM"
"9472",2015-03-30,"8:00p","Utah Jazz",104,"Minnesota Timberwolves",84,2015,"201503300MIN"
"9473",2015-03-30,"7:00p","Los Angeles Lakers",113,"Philadelphia 76ers",111,2015,"201503300PHI"
"9474",2015-03-30,"10:00p","Phoenix Suns",86,"Portland Trail Blazers",109,2015,"201503300POR"
"9475",2015-03-30,"7:30p","Houston Rockets",96,"Toronto Raptors",99,2015,"201503300TOR"
"9476",2015-03-31,"7:30p","Indiana Pacers",106,"Brooklyn Nets",111,2015,"201503310BRK"
"9477",2015-03-31,"7:30p","Atlanta Hawks",95,"Detroit Pistons",105,2015,"201503310DET"
"9478",2015-03-31,"10:30p","Golden State Warriors",110,"Los Angeles Clippers",106,2015,"201503310LAC"
"9479",2015-03-31,"8:00p","San Antonio Spurs",95,"Miami Heat",81,2015,"201503310MIA"
"9480",2015-04-01,"7:30p","Indiana Pacers",87,"Boston Celtics",100,2015,"201504010BOS"
"9481",2015-04-01,"7:00p","Detroit Pistons",78,"Charlotte Hornets",102,2015,"201504010CHO"
"9482",2015-04-01,"8:00p","Sacramento Kings",111,"Houston Rockets",115,2015,"201504010HOU"
"9483",2015-04-01,"10:30p","New Orleans Pelicans",113,"Los Angeles Lakers",92,2015,"201504010LAL"
"9484",2015-04-01,"8:00p","Chicago Bulls",91,"Milwaukee Bucks",95,2015,"201504010MIL"
"9485",2015-04-01,"8:00p","Toronto Raptors",113,"Minnesota Timberwolves",99,2015,"201504010MIN"
"9486",2015-04-01,"7:30p","Brooklyn Nets",100,"New York Knicks",98,2015,"201504010NYK"
"9487",2015-04-01,"8:00p","Dallas Mavericks",135,"Oklahoma City Thunder",131,2015,"201504010OKC"
"9488",2015-04-01,"7:00p","San Antonio Spurs",103,"Orlando Magic",91,2015,"201504010ORL"
"9489",2015-04-01,"10:00p","Los Angeles Clippers",126,"Portland Trail Blazers",122,2015,"201504010POR"
"9490",2015-04-01,"9:00p","Denver Nuggets",84,"Utah Jazz",98,2015,"201504010UTA"
"9491",2015-04-01,"7:00p","Philadelphia 76ers",93,"Washington Wizards",106,2015,"201504010WAS"
"9492",2015-04-02,"8:00p","Miami Heat",88,"Cleveland Cavaliers",114,2015,"201504020CLE"
"9493",2015-04-02,"8:30p","Houston Rockets",108,"Dallas Mavericks",101,2015,"201504020DAL"
"9494",2015-04-02,"10:30p","Phoenix Suns",106,"Golden State Warriors",107,2015,"201504020GSW"
"9495",2015-04-03,"7:30p","Milwaukee Bucks",110,"Boston Celtics",101,2015,"201504030BOS"
"9496",2015-04-03,"7:30p","Toronto Raptors",109,"Brooklyn Nets",114,2015,"201504030BRK"
"9497",2015-04-03,"8:00p","Detroit Pistons",82,"Chicago Bulls",88,2015,"201504030CHI"
"9498",2015-04-03,"7:00p","Charlotte Hornets",74,"Indiana Pacers",93,2015,"201504030IND"
"9499",2015-04-03,"10:30p","Portland Trail Blazers",107,"Los Angeles Lakers",77,2015,"201504030LAL"
"9500",2015-04-03,"8:00p","Oklahoma City Thunder",92,"Memphis Grizzlies",100,2015,"201504030MEM"
"9501",2015-04-03,"8:00p","Orlando Magic",97,"Minnesota Timberwolves",84,2015,"201504030MIN"
"9502",2015-04-03,"10:00p","New Orleans Pelicans",101,"Sacramento Kings",95,2015,"201504030SAC"
"9503",2015-04-03,"8:30p","Denver Nuggets",93,"San Antonio Spurs",123,2015,"201504030SAS"
"9504",2015-04-03,"7:00p","New York Knicks",87,"Washington Wizards",101,2015,"201504030WAS"
"9505",2015-04-04,"7:30p","Brooklyn Nets",99,"Atlanta Hawks",131,2015,"201504040ATL"
"9506",2015-04-04,"7:00p","Philadelphia 76ers",91,"Charlotte Hornets",92,2015,"201504040CHO"
"9507",2015-04-04,"8:30p","Golden State Warriors",123,"Dallas Mavericks",110,2015,"201504040DAL"
"9508",2015-04-04,"9:00p","Los Angeles Clippers",107,"Denver Nuggets",92,2015,"201504040DEN"
"9509",2015-04-04,"7:30p","Miami Heat",98,"Detroit Pistons",99,2015,"201504040DET"
"9510",2015-04-04,"8:00p","Washington Wizards",92,"Memphis Grizzlies",83,2015,"201504040MEM"
"9511",2015-04-04,"8:30p","Orlando Magic",97,"Milwaukee Bucks",90,2015,"201504040MIL"
"9512",2015-04-04,"10:00p","Utah Jazz",85,"Phoenix Suns",87,2015,"201504040PHO"
"9513",2015-04-04,"10:00p","New Orleans Pelicans",90,"Portland Trail Blazers",99,2015,"201504040POR"
"9514",2015-04-04,"7:30p","Boston Celtics",117,"Toronto Raptors",116,2015,"201504040TOR"
"9515",2015-04-05,"3:30p","Chicago Bulls",94,"Cleveland Cavaliers",99,2015,"201504050CLE"
"9516",2015-04-05,"6:00p","Miami Heat",89,"Indiana Pacers",112,2015,"201504050IND"
"9517",2015-04-05,"9:30p","Los Angeles Clippers",106,"Los Angeles Lakers",78,2015,"201504050LAL"
"9518",2015-04-05,"7:30p","Philadelphia 76ers",91,"New York Knicks",101,2015,"201504050NYK"
"9519",2015-04-05,"1:00p","Houston Rockets",115,"Oklahoma City Thunder",112,2015,"201504050OKC"
"9520",2015-04-05,"9:00p","Utah Jazz",101,"Sacramento Kings",95,2015,"201504050SAC"
"9521",2015-04-05,"7:00p","Golden State Warriors",92,"San Antonio Spurs",107,2015,"201504050SAS"
"9522",2015-04-06,"7:00p","Portland Trail Blazers",96,"Brooklyn Nets",106,2015,"201504060BRK"
"9523",2015-04-07,"7:30p","Phoenix Suns",69,"Atlanta Hawks",96,2015,"201504070ATL"
"9524",2015-04-07,"10:30p","Los Angeles Lakers",100,"Los Angeles Clippers",105,2015,"201504070LAC"
"9525",2015-04-07,"7:30p","Charlotte Hornets",100,"Miami Heat",105,2015,"201504070MIA"
"9526",2015-04-07,"8:00p","Golden State Warriors",100,"New Orleans Pelicans",103,2015,"201504070NOP"
"9527",2015-04-07,"8:00p","San Antonio Spurs",113,"Oklahoma City Thunder",88,2015,"201504070OKC"
"9528",2015-04-07,"10:00p","Minnesota Timberwolves",111,"Sacramento Kings",116,2015,"201504070SAC"
"9529",2015-04-08,"7:30p","Atlanta Hawks",114,"Brooklyn Nets",111,2015,"201504080BRK"
"9530",2015-04-08,"7:00p","Toronto Raptors",92,"Charlotte Hornets",74,2015,"201504080CHO"
"9531",2015-04-08,"9:30p","Phoenix Suns",104,"Dallas Mavericks",107,2015,"201504080DAL"
"9532",2015-04-08,"9:00p","Los Angeles Lakers",101,"Denver Nuggets",119,2015,"201504080DEN"
"9533",2015-04-08,"7:00p","Boston Celtics",113,"Detroit Pistons",103,2015,"201504080DET"
"9534",2015-04-08,"8:00p","New Orleans Pelicans",74,"Memphis Grizzlies",110,2015,"201504080MEM"
"9535",2015-04-08,"8:00p","Cleveland Cavaliers",104,"Milwaukee Bucks",99,2015,"201504080MIL"
"9536",2015-04-08,"7:30p","Indiana Pacers",102,"New York Knicks",86,2015,"201504080NYK"
"9537",2015-04-08,"7:00p","Chicago Bulls",103,"Orlando Magic",105,2015,"201504080ORL"
"9538",2015-04-08,"7:00p","Washington Wizards",119,"Philadelphia 76ers",90,2015,"201504080PHI"
"9539",2015-04-08,"10:00p","Minnesota Timberwolves",91,"Portland Trail Blazers",116,2015,"201504080POR"
"9540",2015-04-08,"8:30p","Houston Rockets",98,"San Antonio Spurs",110,2015,"201504080SAS"
"9541",2015-04-08,"9:00p","Sacramento Kings",91,"Utah Jazz",103,2015,"201504080UTA"
"9542",2015-04-09,"10:30p","Portland Trail Blazers",105,"Golden State Warriors",116,2015,"201504090GSW"
"9543",2015-04-09,"8:00p","Chicago Bulls",89,"Miami Heat",78,2015,"201504090MIA"
"9544",2015-04-10,"7:30p","Charlotte Hornets",80,"Atlanta Hawks",104,2015,"201504100ATL"
"9545",2015-04-10,"7:30p","Washington Wizards",80,"Brooklyn Nets",117,2015,"201504100BRK"
"9546",2015-04-10,"7:30p","Boston Celtics",99,"Cleveland Cavaliers",90,2015,"201504100CLE"
"9547",2015-04-10,"9:00p","Dallas Mavericks",144,"Denver Nuggets",143,2015,"201504100DEN"
"9548",2015-04-10,"7:30p","Indiana Pacers",107,"Detroit Pistons",103,2015,"201504100DET"
"9549",2015-04-10,"8:00p","San Antonio Spurs",104,"Houston Rockets",103,2015,"201504100HOU"
"9550",2015-04-10,"10:30p","Minnesota Timberwolves",98,"Los Angeles Lakers",106,2015,"201504100LAL"
"9551",2015-04-10,"8:00p","Phoenix Suns",75,"New Orleans Pelicans",90,2015,"201504100NOP"
"9552",2015-04-10,"7:30p","Milwaukee Bucks",99,"New York Knicks",91,2015,"201504100NYK"
"9553",2015-04-10,"8:00p","Sacramento Kings",103,"Oklahoma City Thunder",116,2015,"201504100OKC"
"9554",2015-04-10,"7:00p","Toronto Raptors",101,"Orlando Magic",99,2015,"201504100ORL"
"9555",2015-04-10,"9:00p","Memphis Grizzlies",89,"Utah Jazz",88,2015,"201504100UTA"
"9556",2015-04-11,"8:00p","Philadelphia 76ers",107,"Chicago Bulls",114,2015,"201504110CHI"
"9557",2015-04-11,"10:30p","Minnesota Timberwolves",101,"Golden State Warriors",110,2015,"201504110GSW"
"9558",2015-04-11,"10:00p","Memphis Grizzlies",86,"Los Angeles Clippers",94,2015,"201504110LAC"
"9559",2015-04-11,"7:30p","Toronto Raptors",107,"Miami Heat",104,2015,"201504110MIA"
"9560",2015-04-11,"7:00p","New York Knicks",80,"Orlando Magic",79,2015,"201504110ORL"
"9561",2015-04-11,"10:00p","Utah Jazz",111,"Portland Trail Blazers",105,2015,"201504110POR"
