"","season","game_date","game_time_start","team_name","team_points","opponent_name","opponent_points","result","location"
"16907",2015,2014-11-16,"6:00 pm","Miami Heat",84,"Milwaukee Bucks",91,"loss","home"
"16908",2015,2014-11-16,"1:00 pm","New York Knicks",109,"Denver Nuggets",93,"win","home"
"16909",2015,2014-11-16,"7:00 pm","Oklahoma City Thunder",65,"Houston Rockets",69,"loss","home"
"16910",2015,2014-11-17,"7:30 pm","Boston Celtics",114,"Phoenix Suns",118,"loss","home"
"16911",2015,2014-11-17,"7:30 pm","Brooklyn Nets",83,"Miami Heat",95,"loss","home"
"16912",2015,2014-11-17,"7:00 pm","Charlotte Hornets",80,"Dallas Mavericks",107,"loss","home"
"16913",2015,2014-11-17,"7:00 pm","Cleveland Cavaliers",97,"Denver Nuggets",106,"loss","home"
"16914",2015,2014-11-17,"7:30 pm","Detroit Pistons",93,"Orlando Magic",107,"loss","home"
"16915",2015,2014-11-17,"10:30 pm","Los Angeles Clippers",89,"Chicago Bulls",105,"loss","home"
"16916",2015,2014-11-17,"8:00 pm","Memphis Grizzlies",119,"Houston Rockets",93,"win","home"
"16917",2015,2014-11-17,"10:00 pm","Portland Trail Blazers",102,"New Orleans Pelicans",93,"win","home"
"16918",2015,2014-11-17,"8:30 pm","San Antonio Spurs",100,"Philadelphia 76ers",75,"win","home"
"16919",2015,2014-11-18,"7:30 pm","Atlanta Hawks",109,"Los Angeles Lakers",114,"loss","home"
"16920",2015,2014-11-18,"8:00 pm","Milwaukee Bucks",117,"New York Knicks",113,"win","home"
"16921",2015,2014-11-18,"10:00 pm","Sacramento Kings",100,"New Orleans Pelicans",106,"loss","home"
"16922",2015,2014-11-18,"9:00 pm","Utah Jazz",98,"Oklahoma City Thunder",81,"win","home"
"16923",2015,2014-11-19,"7:30 pm","Brooklyn Nets",118,"Milwaukee Bucks",122,"loss","home"
"16924",2015,2014-11-19,"7:00 pm","Cleveland Cavaliers",90,"San Antonio Spurs",92,"loss","home"
"16925",2015,2014-11-19,"9:00 pm","Denver Nuggets",107,"Oklahoma City Thunder",100,"win","home"
"16926",2015,2014-11-19,"7:30 pm","Detroit Pistons",86,"Phoenix Suns",88,"loss","home"
"16927",2015,2014-11-19,"9:30 pm","Houston Rockets",92,"Los Angeles Lakers",98,"loss","home"
"16928",2015,2014-11-19,"7:00 pm","Indiana Pacers",88,"Charlotte Hornets",86,"win","home"
"16929",2015,2014-11-19,"8:00 pm","Minnesota Timberwolves",115,"New York Knicks",99,"win","home"
"16930",2015,2014-11-19,"7:00 pm","Orlando Magic",90,"Los Angeles Clippers",114,"loss","home"
"16931",2015,2014-11-19,"7:00 pm","Philadelphia 76ers",90,"Boston Celtics",101,"loss","home"
"16932",2015,2014-11-19,"7:30 pm","Toronto Raptors",96,"Memphis Grizzlies",92,"win","home"
"16933",2015,2014-11-19,"7:00 pm","Washington Wizards",102,"Dallas Mavericks",105,"loss","home"
"16934",2015,2014-11-20,"8:00 pm","Miami Heat",93,"Los Angeles Clippers",110,"loss","home"
"16935",2015,2014-11-20,"10:30 pm","Sacramento Kings",103,"Chicago Bulls",88,"win","home"
"16936",2015,2014-11-21,"7:30 pm","Atlanta Hawks",99,"Detroit Pistons",89,"win","home"
"16937",2015,2014-11-21,"7:00 pm","Charlotte Hornets",100,"Orlando Magic",105,"loss","home"
"16938",2015,2014-11-21,"8:30 pm","Dallas Mavericks",140,"Los Angeles Lakers",106,"win","home"
"16939",2015,2014-11-21,"9:00 pm","Denver Nuggets",117,"New Orleans Pelicans",97,"win","home"
"16940",2015,2014-11-21,"10:30 pm","Golden State Warriors",101,"Utah Jazz",88,"win","home"
"16941",2015,2014-11-21,"8:00 pm","Memphis Grizzlies",117,"Boston Celtics",100,"win","home"
"16942",2015,2014-11-21,"8:00 pm","Minnesota Timberwolves",92,"San Antonio Spurs",121,"loss","home"
"16943",2015,2014-11-21,"8:00 pm","Oklahoma City Thunder",92,"Brooklyn Nets",94,"loss","home"
"16944",2015,2014-11-21,"7:00 pm","Philadelphia 76ers",96,"Phoenix Suns",122,"loss","home"
"16945",2015,2014-11-21,"10:30 pm","Portland Trail Blazers",105,"Chicago Bulls",87,"win","home"
"16946",2015,2014-11-21,"7:30 pm","Toronto Raptors",124,"Milwaukee Bucks",82,"win","home"
"16947",2015,2014-11-21,"8:00 pm","Washington Wizards",91,"Cleveland Cavaliers",78,"win","home"
"16948",2015,2014-11-22,"7:30 pm","Cleveland Cavaliers",93,"Toronto Raptors",110,"loss","home"
"16949",2015,2014-11-22,"8:00 pm","Houston Rockets",95,"Dallas Mavericks",92,"win","home"
"16950",2015,2014-11-22,"7:00 pm","Indiana Pacers",83,"Phoenix Suns",106,"loss","home"
"16951",2015,2014-11-22,"8:30 pm","Milwaukee Bucks",100,"Washington Wizards",111,"loss","home"
"16952",2015,2014-11-22,"8:00 pm","Minnesota Timberwolves",101,"Sacramento Kings",113,"loss","home"
"16953",2015,2014-11-22,"7:30 pm","New York Knicks",91,"Philadelphia 76ers",83,"win","home"
"16954",2015,2014-11-22,"7:00 pm","Orlando Magic",92,"Miami Heat",99,"loss","home"
"16955",2015,2014-11-22,"8:30 pm","San Antonio Spurs",99,"Brooklyn Nets",87,"win","home"
"16956",2015,2014-11-22,"9:00 pm","Utah Jazz",94,"New Orleans Pelicans",106,"loss","home"
"16957",2015,2014-11-23,"6:00 pm","Boston Celtics",88,"Portland Trail Blazers",94,"loss","home"
"16958",2015,2014-11-23,"9:30 pm","Los Angeles Lakers",94,"Denver Nuggets",101,"loss","home"
"16959",2015,2014-11-23,"6:00 pm","Memphis Grizzlies",107,"Los Angeles Clippers",91,"win","home"
"16960",2015,2014-11-23,"6:00 pm","Miami Heat",94,"Charlotte Hornets",93,"win","home"
"16961",2015,2014-11-23,"7:00 pm","Oklahoma City Thunder",86,"Golden State Warriors",91,"loss","home"
"16962",2015,2014-11-24,"7:00 pm","Charlotte Hornets",92,"Los Angeles Clippers",113,"loss","home"
"16963",2015,2014-11-24,"7:00 pm","Cleveland Cavaliers",106,"Orlando Magic",74,"win","home"
"16964",2015,2014-11-24,"8:30 pm","Dallas Mavericks",100,"Indiana Pacers",111,"loss","home"
"16965",2015,2014-11-24,"8:00 pm","Houston Rockets",91,"New York Knicks",86,"win","home"
"16966",2015,2014-11-24,"7:00 pm","Philadelphia 76ers",104,"Portland Trail Blazers",114,"loss","home"
"16967",2015,2014-11-24,"7:30 pm","Toronto Raptors",104,"Phoenix Suns",100,"win","home"
"16968",2015,2014-11-24,"9:00 pm","Utah Jazz",95,"Chicago Bulls",97,"loss","home"
"16969",2015,2014-11-25,"9:00 pm","Denver Nuggets",114,"Chicago Bulls",109,"win","home"
"16970",2015,2014-11-25,"7:30 pm","Miami Heat",97,"Golden State Warriors",114,"loss","home"
"16971",2015,2014-11-25,"8:00 pm","Milwaukee Bucks",98,"Detroit Pistons",86,"win","home"
"16972",2015,2014-11-25,"8:00 pm","New Orleans Pelicans",89,"Sacramento Kings",99,"loss","home"
"16973",2015,2014-11-25,"7:00 pm","Washington Wizards",102,"Atlanta Hawks",106,"loss","home"
"16974",2015,2014-11-26,"7:30 pm","Atlanta Hawks",115,"Toronto Raptors",126,"loss","home"
"16975",2015,2014-11-26,"7:00 pm","Charlotte Hornets",97,"Portland Trail Blazers",105,"loss","home"
"16976",2015,2014-11-26,"7:00 pm","Cleveland Cavaliers",113,"Washington Wizards",87,"win","home"
"16977",2015,2014-11-26,"7:30 pm","Dallas Mavericks",109,"New York Knicks",102,"win","home"
"16978",2015,2014-11-26,"7:30 pm","Detroit Pistons",98,"Los Angeles Clippers",104,"loss","home"
"16979",2015,2014-11-26,"8:00 pm","Houston Rockets",102,"Sacramento Kings",89,"win","home"
"16980",2015,2014-11-26,"10:30 pm","Los Angeles Lakers",93,"Memphis Grizzlies",99,"loss","home"
"16981",2015,2014-11-26,"8:00 pm","Minnesota Timberwolves",86,"Milwaukee Bucks",103,"loss","home"
"16982",2015,2014-11-26,"8:00 pm","Oklahoma City Thunder",97,"Utah Jazz",82,"win","home"
"16983",2015,2014-11-26,"7:00 pm","Orlando Magic",96,"Golden State Warriors",111,"loss","home"
"16984",2015,2014-11-26,"7:00 pm","Philadelphia 76ers",91,"Brooklyn Nets",99,"loss","home"
"16985",2015,2014-11-26,"9:00 pm","Phoenix Suns",120,"Denver Nuggets",112,"win","home"
"16986",2015,2014-11-26,"8:30 pm","San Antonio Spurs",106,"Indiana Pacers",100,"win","home"
"16987",2015,2014-11-28,"7:30 pm","Atlanta Hawks",100,"New Orleans Pelicans",91,"win","home"
"16988",2015,2014-11-28,"1:00 pm","Boston Celtics",102,"Chicago Bulls",109,"loss","home"
"16989",2015,2014-11-28,"7:00 pm","Charlotte Hornets",101,"Golden State Warriors",106,"loss","home"
"16990",2015,2014-11-28,"9:00 pm","Denver Nuggets",122,"Phoenix Suns",97,"win","home"
"16991",2015,2014-11-28,"7:30 pm","Detroit Pistons",88,"Milwaukee Bucks",104,"loss","home"
"16992",2015,2014-11-28,"8:00 pm","Houston Rockets",85,"Los Angeles Clippers",102,"loss","home"
"16993",2015,2014-11-28,"8:00 pm","Indiana Pacers",98,"Orlando Magic",83,"win","home"
"16994",2015,2014-11-28,"10:30 pm","Los Angeles Lakers",119,"Minnesota Timberwolves",120,"loss","home"
"16995",2015,2014-11-28,"8:00 pm","Oklahoma City Thunder",105,"New York Knicks",78,"win","home"
"16996",2015,2014-11-28,"10:00 pm","Portland Trail Blazers",99,"Memphis Grizzlies",112,"loss","home"
"16997",2015,2014-11-28,"8:30 pm","San Antonio Spurs",112,"Sacramento Kings",104,"win","home"
"16998",2015,2014-11-28,"7:30 pm","Toronto Raptors",102,"Dallas Mavericks",106,"loss","home"
"16999",2015,2014-11-29,"7:30 pm","Atlanta Hawks",105,"Charlotte Hornets",75,"win","home"
"17000",2015,2014-11-29,"7:30 pm","Cleveland Cavaliers",109,"Indiana Pacers",97,"win","home"
"17001",2015,2014-11-29,"9:00 pm","Milwaukee Bucks",103,"Houston Rockets",117,"loss","home"
"17002",2015,2014-11-29,"7:00 pm","Philadelphia 76ers",103,"Dallas Mavericks",110,"loss","home"
"17003",2015,2014-11-29,"9:00 pm","Utah Jazz",96,"Los Angeles Clippers",112,"loss","home"
"17004",2015,2014-11-29,"7:00 pm","Washington Wizards",83,"New Orleans Pelicans",80,"win","home"
"17005",2015,2014-11-30,"1:00 pm","Boston Celtics",89,"San Antonio Spurs",111,"loss","home"
"17006",2015,2014-11-30,"3:00 pm","Brooklyn Nets",84,"Chicago Bulls",102,"loss","home"
"17007",2015,2014-11-30,"3:30 pm","Detroit Pistons",93,"Golden State Warriors",104,"loss","home"
"17008",2015,2014-11-30,"9:30 pm","Los Angeles Lakers",129,"Toronto Raptors",122,"win","home"
"17009",2015,2014-11-30,"7:30 pm","New York Knicks",79,"Miami Heat",86,"loss","home"
"17010",2015,2014-11-30,"8:00 pm","Phoenix Suns",90,"Orlando Magic",93,"loss","home"
"17011",2015,2014-11-30,"9:00 pm","Portland Trail Blazers",107,"Minnesota Timberwolves",93,"win","home"
"17012",2015,2014-11-30,"6:00 pm","Sacramento Kings",85,"Memphis Grizzlies",97,"loss","home"
"17013",2015,2014-11-01,"7:30 pm","Indiana Pacers",92,"Atlanta Hawks",102,"loss","away"
"17014",2015,2014-11-01,"7:00 pm","Memphis Grizzlies",71,"Charlotte Hornets",69,"win","away"
"17015",2015,2014-11-01,"7:30 pm","Brooklyn Nets",102,"Detroit Pistons",90,"win","away"
"17016",2015,2014-11-01,"10:30 pm","Los Angeles Lakers",104,"Golden State Warriors",127,"loss","away"
"17017",2015,2014-11-01,"8:00 pm","Boston Celtics",90,"Houston Rockets",104,"loss","away"
"17018",2015,2014-11-01,"8:00 pm","Chicago Bulls",106,"Minnesota Timberwolves",105,"win","away"
"17019",2015,2014-11-01,"7:00 pm","Dallas Mavericks",109,"New Orleans Pelicans",104,"win","away"
"17020",2015,2014-11-01,"8:00 pm","Denver Nuggets",91,"Oklahoma City Thunder",102,"loss","away"
"17021",2015,2014-11-01,"7:00 pm","Toronto Raptors",108,"Orlando Magic",95,"win","away"
"17022",2015,2014-11-01,"7:00 pm","Miami Heat",114,"Philadelphia 76ers",96,"win","away"
"17023",2015,2014-11-01,"9:00 pm","Phoenix Suns",91,"Utah Jazz",118,"loss","away"
"17024",2015,2014-11-01,"7:00 pm","Milwaukee Bucks",97,"Washington Wizards",108,"loss","away"
"17025",2015,2014-11-02,"3:30 pm","Sacramento Kings",98,"Los Angeles Clippers",92,"win","away"
"17026",2015,2014-11-02,"6:00 pm","Toronto Raptors",102,"Miami Heat",107,"loss","away"
"17027",2015,2014-11-02,"7:30 pm","Charlotte Hornets",93,"New York Knicks",96,"loss","away"
"17028",2015,2014-11-02,"9:00 pm","Golden State Warriors",95,"Portland Trail Blazers",90,"win","away"
"17029",2015,2014-11-03,"7:30 pm","Oklahoma City Thunder",85,"Brooklyn Nets",116,"loss","away"
"17030",2015,2014-11-03,"8:30 pm","Boston Celtics",113,"Dallas Mavericks",118,"loss","away"
"17031",2015,2014-11-03,"9:00 pm","Sacramento Kings",110,"Denver Nuggets",105,"win","away"
"17032",2015,2014-11-03,"10:30 pm","Utah Jazz",101,"Los Angeles Clippers",107,"loss","away"
"17033",2015,2014-11-03,"8:00 pm","New Orleans Pelicans",81,"Memphis Grizzlies",93,"loss","away"
"17034",2015,2014-11-03,"7:00 pm","Houston Rockets",104,"Philadelphia 76ers",93,"win","away"
"17035",2015,2014-11-04,"8:00 pm","Orlando Magic",90,"Chicago Bulls",98,"loss","away"
"17036",2015,2014-11-04,"7:00 pm","Milwaukee Bucks",87,"Indiana Pacers",81,"win","away"
"17037",2015,2014-11-04,"10:30 pm","Phoenix Suns",112,"Los Angeles Lakers",106,"win","away"
"17038",2015,2014-11-04,"7:30 pm","Houston Rockets",108,"Miami Heat",91,"win","away"
"17039",2015,2014-11-04,"8:00 pm","Charlotte Hornets",91,"New Orleans Pelicans",100,"loss","away"
"17040",2015,2014-11-04,"7:30 pm","Washington Wizards",98,"New York Knicks",83,"win","away"
"17041",2015,2014-11-04,"10:00 pm","Cleveland Cavaliers",82,"Portland Trail Blazers",101,"loss","away"
"17042",2015,2014-11-04,"7:30 pm","Oklahoma City Thunder",88,"Toronto Raptors",100,"loss","away"
"17043",2015,2014-11-05,"7:30 pm","Toronto Raptors",110,"Boston Celtics",107,"win","away"
"17044",2015,2014-11-05,"7:30 pm","Minnesota Timberwolves",98,"Brooklyn Nets",91,"win","away"
"17045",2015,2014-11-05,"7:00 pm","Miami Heat",89,"Charlotte Hornets",96,"loss","away"
"17046",2015,2014-11-05,"7:30 pm","New York Knicks",95,"Detroit Pistons",98,"loss","away"
"17047",2015,2014-11-05,"10:30 pm","Los Angeles Clippers",104,"Golden State Warriors",121,"loss","away"
"17048",2015,2014-11-05,"8:00 pm","Chicago Bulls",95,"Milwaukee Bucks",86,"win","away"
"17049",2015,2014-11-05,"7:00 pm","Orlando Magic",91,"Philadelphia 76ers",89,"win","away"
"17050",2015,2014-11-05,"9:00 pm","Memphis Grizzlies",102,"Phoenix Suns",91,"win","away"
"17051",2015,2014-11-05,"10:00 pm","Denver Nuggets",109,"Sacramento Kings",131,"loss","away"
"17052",2015,2014-11-05,"8:30 pm","Atlanta Hawks",92,"San Antonio Spurs",94,"loss","away"
"17053",2015,2014-11-05,"9:00 pm","Cleveland Cavaliers",100,"Utah Jazz",102,"loss","away"
"17054",2015,2014-11-05,"8:00 pm","Indiana Pacers",94,"Washington Wizards",96,"loss","away"
"17055",2015,2014-11-06,"8:00 pm","San Antonio Spurs",81,"Houston Rockets",98,"loss","away"
"17056",2015,2014-11-06,"10:30 pm","Dallas Mavericks",87,"Portland Trail Blazers",108,"loss","away"
"17057",2015,2014-11-07,"7:30 pm","Indiana Pacers",98,"Boston Celtics",101,"loss","away"
"17058",2015,2014-11-07,"7:30 pm","New York Knicks",99,"Brooklyn Nets",110,"loss","away"
"17059",2015,2014-11-07,"7:00 pm","Atlanta Hawks",119,"Charlotte Hornets",122,"loss","away"
"17060",2015,2014-11-07,"10:30 pm","Cleveland Cavaliers",110,"Denver Nuggets",101,"win","away"
"17061",2015,2014-11-07,"7:30 pm","Milwaukee Bucks",95,"Detroit Pistons",98,"loss","away"
"17062",2015,2014-11-07,"8:00 pm","Memphis Grizzlies",91,"Oklahoma City Thunder",89,"win","away"
"17063",2015,2014-11-07,"7:00 pm","Minnesota Timberwolves",103,"Orlando Magic",112,"loss","away"
"17064",2015,2014-11-07,"7:00 pm","Chicago Bulls",118,"Philadelphia 76ers",115,"win","away"
"17065",2015,2014-11-07,"9:00 pm","Sacramento Kings",114,"Phoenix Suns",112,"win","away"
"17066",2015,2014-11-07,"7:30 pm","Washington Wizards",84,"Toronto Raptors",103,"loss","away"
"17067",2015,2014-11-07,"9:00 pm","Dallas Mavericks",105,"Utah Jazz",82,"win","away"
"17068",2015,2014-11-08,"7:30 pm","New York Knicks",96,"Atlanta Hawks",103,"loss","away"
"17069",2015,2014-11-08,"8:00 pm","Boston Celtics",106,"Chicago Bulls",101,"win","away"
"17070",2015,2014-11-08,"8:00 pm","Golden State Warriors",98,"Houston Rockets",87,"win","away"
"17071",2015,2014-11-08,"7:00 pm","Washington Wizards",97,"Indiana Pacers",90,"win","away"
"17072",2015,2014-11-08,"3:30 pm","Portland Trail Blazers",102,"Los Angeles Clippers",106,"loss","away"
"17073",2015,2014-11-08,"7:30 pm","Minnesota Timberwolves",92,"Miami Heat",102,"loss","away"
"17074",2015,2014-11-08,"8:30 pm","Memphis Grizzlies",92,"Milwaukee Bucks",93,"loss","away"
"17075",2015,2014-11-08,"8:30 pm","New Orleans Pelicans",100,"San Antonio Spurs",99,"win","away"
"17076",2015,2014-11-09,"3:30 pm","Orlando Magic",96,"Brooklyn Nets",104,"loss","away"
"17077",2015,2014-11-09,"7:30 pm","Miami Heat",105,"Dallas Mavericks",96,"win","away"
"17078",2015,2014-11-09,"6:00 pm","Utah Jazz",97,"Detroit Pistons",96,"win","away"
"17079",2015,2014-11-09,"9:30 pm","Charlotte Hornets",92,"Los Angeles Lakers",107,"loss","away"
"17080",2015,2014-11-09,"7:00 pm","Sacramento Kings",93,"Oklahoma City Thunder",101,"loss","away"
"17081",2015,2014-11-09,"8:00 pm","Golden State Warriors",95,"Phoenix Suns",107,"loss","away"
"17082",2015,2014-11-09,"9:00 pm","Denver Nuggets",100,"Portland Trail Blazers",116,"loss","away"
"17083",2015,2014-11-09,"7:00 pm","Philadelphia 76ers",88,"Toronto Raptors",120,"loss","away"
"17084",2015,2014-11-10,"8:00 pm","Detroit Pistons",91,"Chicago Bulls",102,"loss","away"
"17085",2015,2014-11-10,"7:00 pm","New Orleans Pelicans",111,"Cleveland Cavaliers",118,"loss","away"
"17086",2015,2014-11-10,"7:00 pm","Utah Jazz",86,"Indiana Pacers",97,"loss","away"
"17087",2015,2014-11-10,"10:30 pm","San Antonio Spurs",89,"Los Angeles Clippers",85,"win","away"
"17088",2015,2014-11-10,"7:30 pm","Atlanta Hawks",91,"New York Knicks",85,"win","away"
"17089",2015,2014-11-11,"8:30 pm","Sacramento Kings",98,"Dallas Mavericks",106,"loss","away"
"17090",2015,2014-11-11,"10:30 pm","San Antonio Spurs",113,"Golden State Warriors",100,"win","away"
"17091",2015,2014-11-11,"8:00 pm","Los Angeles Lakers",102,"Memphis Grizzlies",107,"loss","away"
"17092",2015,2014-11-11,"8:00 pm","Oklahoma City Thunder",78,"Milwaukee Bucks",85,"loss","away"
"17093",2015,2014-11-11,"10:00 pm","Charlotte Hornets",100,"Portland Trail Blazers",102,"loss","away"
"17094",2015,2014-11-11,"7:30 pm","Orlando Magic",100,"Toronto Raptors",104,"loss","away"
"17095",2015,2014-11-12,"7:30 pm","Utah Jazz",97,"Atlanta Hawks",100,"loss","away"
"17096",2015,2014-11-12,"7:30 pm","Oklahoma City Thunder",109,"Boston Celtics",94,"win","away"
"17097",2015,2014-11-12,"9:00 pm","Portland Trail Blazers",130,"Denver Nuggets",113,"win","away"
"17098",2015,2014-11-12,"7:30 pm","Indiana Pacers",81,"Miami Heat",75,"win","away"
"17099",2015,2014-11-12,"10:00 pm","Houston Rockets",113,"Minnesota Timberwolves",101,"win","away"
"17100",2015,2014-11-12,"8:00 pm","Los Angeles Lakers",102,"New Orleans Pelicans",109,"loss","away"
"17101",2015,2014-11-12,"7:30 pm","Orlando Magic",97,"New York Knicks",95,"win","away"
"17102",2015,2014-11-12,"9:00 pm","Brooklyn Nets",104,"Phoenix Suns",112,"loss","away"
"17103",2015,2014-11-12,"7:00 pm","Detroit Pistons",103,"Washington Wizards",107,"loss","away"
"17104",2015,2014-11-13,"8:30 pm","Philadelphia 76ers",70,"Dallas Mavericks",123,"loss","away"
"17105",2015,2014-11-13,"10:30 pm","Brooklyn Nets",99,"Golden State Warriors",107,"loss","away"
"17106",2015,2014-11-13,"8:00 pm","Sacramento Kings",110,"Memphis Grizzlies",111,"loss","away"
"17107",2015,2014-11-13,"8:00 pm","Chicago Bulls",100,"Toronto Raptors",93,"win","away"
"17108",2015,2014-11-14,"7:30 pm","Miami Heat",103,"Atlanta Hawks",114,"loss","away"
"17109",2015,2014-11-14,"7:30 pm","Cleveland Cavaliers",122,"Boston Celtics",121,"win","away"
"17110",2015,2014-11-14,"8:00 pm","Philadelphia 76ers",87,"Houston Rockets",88,"loss","away"
"17111",2015,2014-11-14,"7:00 pm","Denver Nuggets",108,"Indiana Pacers",87,"win","away"
"17112",2015,2014-11-14,"10:00 pm","San Antonio Spurs",93,"Los Angeles Lakers",80,"win","away"
"17113",2015,2014-11-14,"8:00 pm","Minnesota Timberwolves",91,"New Orleans Pelicans",139,"loss","away"
"17114",2015,2014-11-14,"7:30 pm","Utah Jazz",102,"New York Knicks",100,"win","away"
"17115",2015,2014-11-14,"8:00 pm","Detroit Pistons",96,"Oklahoma City Thunder",89,"win","away"
"17116",2015,2014-11-14,"7:00 pm","Milwaukee Bucks",85,"Orlando Magic",101,"loss","away"
"17117",2015,2014-11-14,"9:00 pm","Charlotte Hornets",103,"Phoenix Suns",95,"win","away"
"17118",2015,2014-11-15,"8:00 pm","Indiana Pacers",99,"Chicago Bulls",90,"win","away"
"17119",2015,2014-11-15,"7:30 pm","Atlanta Hawks",94,"Cleveland Cavaliers",127,"loss","away"
"17120",2015,2014-11-15,"8:30 pm","Minnesota Timberwolves",117,"Dallas Mavericks",131,"loss","away"
"17121",2015,2014-11-15,"10:30 pm","Charlotte Hornets",87,"Golden State Warriors",112,"loss","away"
"17122",2015,2014-11-15,"10:30 pm","Phoenix Suns",107,"Los Angeles Clippers",120,"loss","away"
"17123",2015,2014-11-15,"8:00 pm","Detroit Pistons",88,"Memphis Grizzlies",95,"loss","away"
"17124",2015,2014-11-15,"10:00 pm","Brooklyn Nets",87,"Portland Trail Blazers",97,"loss","away"
"17125",2015,2014-11-15,"10:00 pm","San Antonio Spurs",91,"Sacramento Kings",94,"loss","away"
"17126",2015,2014-11-15,"7:30 pm","Utah Jazz",93,"Toronto Raptors",111,"loss","away"
"17127",2015,2014-11-15,"7:00 pm","Orlando Magic",93,"Washington Wizards",98,"loss","away"
"17128",2015,2014-11-16,"9:30 pm","Golden State Warriors",136,"Los Angeles Lakers",115,"win","away"
"17129",2015,2014-11-16,"6:00 pm","Milwaukee Bucks",91,"Miami Heat",84,"win","away"
"17130",2015,2014-11-16,"1:00 pm","Denver Nuggets",93,"New York Knicks",109,"loss","away"
"17131",2015,2014-11-16,"7:00 pm","Houston Rockets",69,"Oklahoma City Thunder",65,"win","away"
"17132",2015,2014-11-17,"7:30 pm","Phoenix Suns",118,"Boston Celtics",114,"win","away"
"17133",2015,2014-11-17,"7:30 pm","Miami Heat",95,"Brooklyn Nets",83,"win","away"
"17134",2015,2014-11-17,"7:00 pm","Dallas Mavericks",107,"Charlotte Hornets",80,"win","away"
"17135",2015,2014-11-17,"7:00 pm","Denver Nuggets",106,"Cleveland Cavaliers",97,"win","away"
"17136",2015,2014-11-17,"7:30 pm","Orlando Magic",107,"Detroit Pistons",93,"win","away"
"17137",2015,2014-11-17,"10:30 pm","Chicago Bulls",105,"Los Angeles Clippers",89,"win","away"
"17138",2015,2014-11-17,"8:00 pm","Houston Rockets",93,"Memphis Grizzlies",119,"loss","away"
"17139",2015,2014-11-17,"10:00 pm","New Orleans Pelicans",93,"Portland Trail Blazers",102,"loss","away"
"17140",2015,2014-11-17,"8:30 pm","Philadelphia 76ers",75,"San Antonio Spurs",100,"loss","away"
"17141",2015,2014-11-18,"7:30 pm","Los Angeles Lakers",114,"Atlanta Hawks",109,"win","away"
"17142",2015,2014-11-18,"8:00 pm","New York Knicks",113,"Milwaukee Bucks",117,"loss","away"
"17143",2015,2014-11-18,"10:00 pm","New Orleans Pelicans",106,"Sacramento Kings",100,"win","away"
"17144",2015,2014-11-18,"9:00 pm","Oklahoma City Thunder",81,"Utah Jazz",98,"loss","away"
"17145",2015,2014-11-19,"7:30 pm","Milwaukee Bucks",122,"Brooklyn Nets",118,"win","away"
"17146",2015,2014-11-19,"7:00 pm","San Antonio Spurs",92,"Cleveland Cavaliers",90,"win","away"
"17147",2015,2014-11-19,"9:00 pm","Oklahoma City Thunder",100,"Denver Nuggets",107,"loss","away"
"17148",2015,2014-11-19,"7:30 pm","Phoenix Suns",88,"Detroit Pistons",86,"win","away"
"17149",2015,2014-11-19,"9:30 pm","Los Angeles Lakers",98,"Houston Rockets",92,"win","away"
"17150",2015,2014-11-19,"7:00 pm","Charlotte Hornets",86,"Indiana Pacers",88,"loss","away"
"17151",2015,2014-11-19,"8:00 pm","New York Knicks",99,"Minnesota Timberwolves",115,"loss","away"
"17152",2015,2014-11-19,"7:00 pm","Los Angeles Clippers",114,"Orlando Magic",90,"win","away"
"17153",2015,2014-11-19,"7:00 pm","Boston Celtics",101,"Philadelphia 76ers",90,"win","away"
"17154",2015,2014-11-19,"7:30 pm","Memphis Grizzlies",92,"Toronto Raptors",96,"loss","away"
"17155",2015,2014-11-19,"7:00 pm","Dallas Mavericks",105,"Washington Wizards",102,"win","away"
"17156",2015,2014-11-20,"8:00 pm","Los Angeles Clippers",110,"Miami Heat",93,"win","away"
"17157",2015,2014-11-20,"10:30 pm","Chicago Bulls",88,"Sacramento Kings",103,"loss","away"
"17158",2015,2014-11-21,"7:30 pm","Detroit Pistons",89,"Atlanta Hawks",99,"loss","away"
"17159",2015,2014-11-21,"7:00 pm","Orlando Magic",105,"Charlotte Hornets",100,"win","away"
"17160",2015,2014-11-21,"8:30 pm","Los Angeles Lakers",106,"Dallas Mavericks",140,"loss","away"
"17161",2015,2014-11-21,"9:00 pm","New Orleans Pelicans",97,"Denver Nuggets",117,"loss","away"
"17162",2015,2014-11-21,"10:30 pm","Utah Jazz",88,"Golden State Warriors",101,"loss","away"
"17163",2015,2014-11-21,"8:00 pm","Boston Celtics",100,"Memphis Grizzlies",117,"loss","away"
"17164",2015,2014-11-21,"8:00 pm","San Antonio Spurs",121,"Minnesota Timberwolves",92,"win","away"
"17165",2015,2014-11-21,"8:00 pm","Brooklyn Nets",94,"Oklahoma City Thunder",92,"win","away"
"17166",2015,2014-11-21,"7:00 pm","Phoenix Suns",122,"Philadelphia 76ers",96,"win","away"
"17167",2015,2014-11-21,"10:30 pm","Chicago Bulls",87,"Portland Trail Blazers",105,"loss","away"
"17168",2015,2014-11-21,"7:30 pm","Milwaukee Bucks",82,"Toronto Raptors",124,"loss","away"
"17169",2015,2014-11-21,"8:00 pm","Cleveland Cavaliers",78,"Washington Wizards",91,"loss","away"
"17170",2015,2014-11-22,"7:30 pm","Toronto Raptors",110,"Cleveland Cavaliers",93,"win","away"
