"","season","game_date","game_time_start","team_name","team_points","opponent_name","opponent_points","result","location"
"6981",2010,2010-03-08,"8:00 pm","Golden State Warriors",131,"New Orleans Hornets",135,"loss","away"
"6982",2010,2010-03-08,"7:30 pm","Atlanta Hawks",98,"New York Knicks",99,"loss","away"
"6983",2010,2010-03-09,"7:00 pm","Miami Heat",78,"Charlotte Bobcats",83,"loss","away"
"6984",2010,2010-03-09,"8:00 pm","Utah Jazz",132,"Chicago Bulls",108,"win","away"
"6985",2010,2010-03-09,"7:00 pm","Philadelphia 76ers",96,"Indiana Pacers",107,"loss","away"
"6986",2010,2010-03-09,"10:30 pm","Toronto Raptors",107,"Los Angeles Lakers",109,"loss","away"
"6987",2010,2010-03-09,"8:00 pm","Boston Celtics",84,"Milwaukee Bucks",86,"loss","away"
"6988",2010,2010-03-09,"7:00 pm","Los Angeles Clippers",87,"Orlando Magic",113,"loss","away"
"6989",2010,2010-03-09,"10:00 pm","Sacramento Kings",81,"Portland Trail Blazers",88,"loss","away"
"6990",2010,2010-03-09,"7:00 pm","Houston Rockets",96,"Washington Wizards",88,"win","away"
"6991",2010,2010-03-10,"7:30 pm","Memphis Grizzlies",111,"Boston Celtics",91,"win","away"
"6992",2010,2010-03-10,"8:30 pm","New Jersey Nets",87,"Dallas Mavericks",96,"loss","away"
"6993",2010,2010-03-10,"7:30 pm","Utah Jazz",115,"Detroit Pistons",104,"win","away"
"6994",2010,2010-03-10,"7:30 pm","Los Angeles Clippers",97,"Miami Heat",108,"loss","away"
"6995",2010,2010-03-10,"8:00 pm","Denver Nuggets",110,"Minnesota Timberwolves",102,"win","away"
"6996",2010,2010-03-10,"8:00 pm","New Orleans Hornets",83,"Oklahoma City Thunder",98,"loss","away"
"6997",2010,2010-03-10,"7:00 pm","Charlotte Bobcats",102,"Philadelphia 76ers",87,"win","away"
"6998",2010,2010-03-10,"10:00 pm","Toronto Raptors",90,"Sacramento Kings",113,"loss","away"
"6999",2010,2010-03-10,"8:30 pm","New York Knicks",87,"San Antonio Spurs",97,"loss","away"
"7000",2010,2010-03-11,"10:30 pm","Portland Trail Blazers",110,"Golden State Warriors",105,"win","away"
"7001",2010,2010-03-11,"8:00 pm","Chicago Bulls",82,"Orlando Magic",111,"loss","away"
"7002",2010,2010-03-11,"7:00 pm","Atlanta Hawks",105,"Washington Wizards",99,"win","away"
"7003",2010,2010-03-12,"7:30 pm","Indiana Pacers",103,"Boston Celtics",122,"loss","away"
"7004",2010,2010-03-12,"7:00 pm","Los Angeles Clippers",98,"Charlotte Bobcats",106,"loss","away"
"7005",2010,2010-03-12,"8:00 pm","Washington Wizards",87,"Detroit Pistons",101,"loss","away"
"7006",2010,2010-03-12,"8:00 pm","New York Knicks",112,"Memphis Grizzlies",119,"loss","away"
"7007",2010,2010-03-12,"7:30 pm","Chicago Bulls",95,"Miami Heat",108,"loss","away"
"7008",2010,2010-03-12,"8:30 pm","Utah Jazz",87,"Milwaukee Bucks",95,"loss","away"
"7009",2010,2010-03-12,"8:00 pm","San Antonio Spurs",103,"Minnesota Timberwolves",85,"win","away"
"7010",2010,2010-03-12,"8:00 pm","Denver Nuggets",102,"New Orleans Hornets",95,"win","away"
"7011",2010,2010-03-12,"8:00 pm","New Jersey Nets",102,"Oklahoma City Thunder",104,"loss","away"
"7012",2010,2010-03-12,"7:00 pm","Cleveland Cavaliers",100,"Philadelphia 76ers",95,"win","away"
"7013",2010,2010-03-12,"9:00 pm","Los Angeles Lakers",102,"Phoenix Suns",96,"win","away"
"7014",2010,2010-03-12,"10:00 pm","Portland Trail Blazers",110,"Sacramento Kings",94,"win","away"
"7015",2010,2010-03-13,"7:00 pm","Detroit Pistons",99,"Atlanta Hawks",112,"loss","away"
"7016",2010,2010-03-13,"8:30 pm","New York Knicks",128,"Dallas Mavericks",94,"win","away"
"7017",2010,2010-03-13,"10:30 pm","Toronto Raptors",112,"Golden State Warriors",124,"loss","away"
"7018",2010,2010-03-13,"8:30 pm","New Jersey Nets",108,"Houston Rockets",116,"loss","away"
"7019",2010,2010-03-13,"8:00 pm","Denver Nuggets",125,"Memphis Grizzlies",108,"win","away"
"7020",2010,2010-03-13,"8:30 pm","Los Angeles Clippers",88,"San Antonio Spurs",118,"loss","away"
"7021",2010,2010-03-13,"7:00 pm","Orlando Magic",109,"Washington Wizards",95,"win","away"
"7022",2010,2010-03-14,"3:30 pm","Boston Celtics",93,"Cleveland Cavaliers",104,"loss","away"
"7023",2010,2010-03-14,"6:00 pm","Philadelphia 76ers",91,"Miami Heat",104,"loss","away"
"7024",2010,2010-03-14,"1:00 pm","Indiana Pacers",94,"Milwaukee Bucks",98,"loss","away"
"7025",2010,2010-03-14,"7:00 pm","Utah Jazz",111,"Oklahoma City Thunder",119,"loss","away"
"7026",2010,2010-03-14,"6:00 pm","Charlotte Bobcats",96,"Orlando Magic",89,"win","away"
"7027",2010,2010-03-14,"8:00 pm","New Orleans Hornets",106,"Phoenix Suns",120,"loss","away"
"7028",2010,2010-03-14,"9:00 pm","Toronto Raptors",98,"Portland Trail Blazers",109,"loss","away"
"7029",2010,2010-03-14,"9:00 pm","Minnesota Timberwolves",100,"Sacramento Kings",114,"loss","away"
"7030",2010,2010-03-15,"8:00 pm","Detroit Pistons",93,"Boston Celtics",119,"loss","away"
"7031",2010,2010-03-15,"10:30 pm","Los Angeles Lakers",124,"Golden State Warriors",121,"win","away"
"7032",2010,2010-03-15,"8:30 pm","Denver Nuggets",123,"Houston Rockets",125,"loss","away"
"7033",2010,2010-03-15,"10:30 pm","New Orleans Hornets",108,"Los Angeles Clippers",100,"win","away"
"7034",2010,2010-03-15,"7:00 pm","New York Knicks",94,"Philadelphia 76ers",84,"win","away"
"7035",2010,2010-03-15,"9:00 pm","Washington Wizards",89,"Utah Jazz",112,"loss","away"
"7036",2010,2010-03-16,"9:00 pm","Washington Wizards",87,"Denver Nuggets",97,"loss","away"
"7037",2010,2010-03-16,"7:30 pm","Cleveland Cavaliers",113,"Detroit Pistons",101,"win","away"
"7038",2010,2010-03-16,"7:00 pm","Charlotte Bobcats",94,"Indiana Pacers",99,"loss","away"
"7039",2010,2010-03-16,"8:00 pm","Chicago Bulls",97,"Memphis Grizzlies",104,"loss","away"
"7040",2010,2010-03-16,"7:30 pm","San Antonio Spurs",88,"Miami Heat",76,"win","away"
"7041",2010,2010-03-16,"7:30 pm","Atlanta Hawks",108,"New Jersey Nets",84,"win","away"
"7042",2010,2010-03-16,"10:00 pm","Minnesota Timberwolves",114,"Phoenix Suns",152,"loss","away"
"7043",2010,2010-03-16,"10:00 pm","Los Angeles Lakers",106,"Sacramento Kings",99,"win","away"
"7044",2010,2010-03-17,"7:30 pm","New York Knicks",97,"Boston Celtics",109,"loss","away"
"7045",2010,2010-03-17,"7:00 pm","Oklahoma City Thunder",92,"Charlotte Bobcats",100,"loss","away"
"7046",2010,2010-03-17,"7:00 pm","Indiana Pacers",94,"Cleveland Cavaliers",99,"loss","away"
"7047",2010,2010-03-17,"8:30 pm","Chicago Bulls",106,"Dallas Mavericks",113,"loss","away"
"7048",2010,2010-03-17,"10:30 pm","New Orleans Hornets",121,"Golden State Warriors",131,"loss","away"
"7049",2010,2010-03-17,"8:30 pm","Memphis Grizzlies",94,"Houston Rockets",107,"loss","away"
"7050",2010,2010-03-17,"10:30 pm","Milwaukee Bucks",93,"Los Angeles Clippers",101,"loss","away"
"7051",2010,2010-03-17,"8:00 pm","San Antonio Spurs",84,"Orlando Magic",110,"loss","away"
"7052",2010,2010-03-17,"7:00 pm","New Jersey Nets",97,"Philadelphia 76ers",108,"loss","away"
"7053",2010,2010-03-17,"7:00 pm","Atlanta Hawks",105,"Toronto Raptors",106,"loss","away"
"7054",2010,2010-03-17,"9:00 pm","Minnesota Timberwolves",100,"Utah Jazz",122,"loss","away"
"7055",2010,2010-03-18,"9:30 pm","New Orleans Hornets",80,"Denver Nuggets",93,"loss","away"
"7056",2010,2010-03-18,"7:00 pm","Orlando Magic",108,"Miami Heat",102,"win","away"
"7057",2010,2010-03-19,"7:30 pm","Charlotte Bobcats",92,"Atlanta Hawks",93,"loss","away"
"7058",2010,2010-03-19,"8:00 pm","Cleveland Cavaliers",92,"Chicago Bulls",85,"win","away"
"7059",2010,2010-03-19,"8:30 pm","Boston Celtics",94,"Houston Rockets",87,"win","away"
"7060",2010,2010-03-19,"7:00 pm","Detroit Pistons",102,"Indiana Pacers",106,"loss","away"
"7061",2010,2010-03-19,"10:30 pm","Minnesota Timberwolves",96,"Los Angeles Lakers",104,"loss","away"
"7062",2010,2010-03-19,"7:30 pm","Philadelphia 76ers",88,"New York Knicks",92,"loss","away"
"7063",2010,2010-03-19,"10:00 pm","Utah Jazz",100,"Phoenix Suns",110,"loss","away"
"7064",2010,2010-03-19,"10:00 pm","Washington Wizards",74,"Portland Trail Blazers",76,"loss","away"
"7065",2010,2010-03-19,"10:00 pm","Milwaukee Bucks",114,"Sacramento Kings",108,"win","away"
"7066",2010,2010-03-19,"8:30 pm","Golden State Warriors",116,"San Antonio Spurs",147,"loss","away"
